idx,vid,total,percentage,simple,weighted_simple,pagerank,elo,entropy,pid,p_name,alias,c_votecount,c_rating,c_average,title_ja,title_en,title_zh,search,rank
1926,v7982,-0.051,0.020,0.013,-0.033,7347.312,1489.716,-0.029,,,Period Snatched!? Land of Pregnancy,39,6.780,6.850,危険日狙って!? 孕ませ王国,,,危険日狙って孕ませ王国periodsnatchedlandofpregnancy,3866
2095,v9684,-0.967,-0.154,-0.320,-0.799,5376.981,1666.099,-0.112,,,"ヤキモチやきな義妹（いもうと）は、いつでもどこでも発情中♥\nヤキモチやきの義妹は、いつでもどこでも発情中♥\nYakimochi Yaki no Gimai wa, Itsu de mo Doko de mo Hatsujou Chuu♥\nYakimochi Little Stepsister, In the Mood Anytime Anywhere\nYakiimo",37,6.780,6.850,ヤキモチやきな義妹は、いつでもどこでも発情中♥,,,ヤキモチやきな義妹はいつでもどこでも発情中ヤキモチやきな義妹いもうとはいつでもどこでも発情中nヤキモチやきの義妹はいつでもどこでも発情中nyakimochiyakinogimaiwaitsudemodokodemohatsujouchuunyakimochilittlestepsisterinthemoodanytimeanywherenyakiimo,3867
2475,v11690,-0.727,-0.136,-0.276,-0.644,6419.559,1485.692,-0.106,,,,38,6.780,6.850,お前のオンナを寝取ってやる ～昔ヤったオンナは今は白衣の天使。旦那の前で心も身体も弄んで寝取る～,,,お前のオンナを寝取ってやる昔ヤったオンナは今は白衣の天使旦那の前で心も身体も弄んで寝取るnan,3868
2745,v12767,-1.748,-0.397,-0.625,-1.304,6173.987,1101.152,-0.164,,,,40,6.780,6.850,強いられ妻・穂乃香 エロい体はあの背徳の快感を忘れられない,,,強いられ妻・穂乃香エロい体はあの背徳の快感を忘れられないnan,3869
6336,v31145,-0.023,0.076,0.122,0.152,23343.701,1852.245,0.004,,,,40,6.780,6.850,トリカゴセヴンデイズ,,,トリカゴセヴンデイズnan,3870
6431,v31882,-0.603,-0.127,-0.198,-0.441,26921.114,1776.783,-0.076,,,,39,6.780,6.850,奉課後輪姦中毒,,,奉課後輪姦中毒nan,3871
617,v1192,-1.099,-0.205,-0.324,-0.745,9080.837,1631.895,-0.101,,,,44,6.780,6.840,妹ペット ～repure～,,,妹ペットrepurenan,3872
4698,v21214,-0.204,0.029,0.014,-0.122,6779.228,1349.314,-0.029,,,,43,6.780,6.840,二人の兄嫁 ～魅力的な兄嫁達と同居することになった日々の顛末～,,,二人の兄嫁魅力的な兄嫁達と同居することになった日の顛末nan,3873
5740,v26783,-1.270,-0.174,-0.355,-0.948,5818.397,1389.367,-0.117,,,,45,6.780,6.840,自爆カノジョ ～彼女は隠れて身悶える～,,,自爆カノジョ彼女は隠れて身悶えるnan,3874
7000,v49057,-1.521,-0.202,-0.295,-0.764,26836.640,2027.453,-0.105,,,,43,6.780,6.840,Folie Fatale ～病ンデレ男に堕とされる～,,Folie Fatale 致命至爱,foliefatale病ンデレ男に堕とされるfoliefatale致命至爱nan,3875
3378,v16137,-0.466,-0.087,-0.140,-0.319,7627.419,1496.435,-0.039,,,My Saimin Fantasia,45,6.780,6.830,俺の催眠ファンタジア ～エロ催眠で戦女神から魔王までハメ放題!!～,,,俺の催眠ファンタジアエロ催眠で戦女神から魔王までハメ放題mysaiminfantasia,3876
4422,v20159,-0.344,-0.022,-0.044,-0.189,6761.594,1410.713,-0.047,,,Detective Seven,52,6.780,6.830,タンテイセブン,,,タンテイセブンdetectiveseven,3877
5737,v26777,-1.808,-0.218,-0.418,-1.181,5332.701,1191.292,-0.153,,,,49,6.780,6.820,おにあま -わたしに甘えて、お兄ちゃん-,,,おにあまわたしに甘えてお兄ちゃんnan,3878
5927,v28273,-0.874,-0.114,-0.272,-0.754,5154.134,1341.303,-0.119,,,,50,6.780,6.820,敗北の淫獣ハンター・緋炎姫アスカ 結界学園の罠,,,敗北の淫獣ハンター・緋炎姫アスカ結界学園の罠nan,3879
6064,v29015,-0.470,-0.019,-0.011,-0.130,19789.881,1526.669,-0.024,,,,56,6.780,6.820,,No More Secrets,No More Secrets,nomoresecretsnomoresecretsnan,3880
626,v1201,-1.118,-0.048,-0.113,-0.504,18220.346,1428.702,-0.076,,,,62,6.780,6.810,幻想水滸外伝 Vol.1 ハルモニアの剣士,Suikogaiden Vol. 1: Swordsman of Harmonia,Suikogaiden Vol. 1: Swordsman of Harmonia,幻想水滸外伝vol1ハルモニアの剣士suikogaidenvol1swordsmanofharmoniasuikogaidenvol1swordsmanofharmonianan,3881
7050,v51298,-0.959,-0.023,-0.087,-0.469,11966.391,2273.484,-0.083,,,Shooting Star -a wish star-,60,6.780,6.810,流る星 -a wish star-,,流星 -a wish star-,流る星awishstar流星awishstarshootingstarawishstar,3882
3756,v17983,-0.399,-0.038,-0.102,-0.325,6558.355,1256.560,-0.049,,,嫁取り×下克上～ワガママな三人の姉に下克上セックス！！！～\nYometori x Gekokujo ~Sex With 3 Selfish Big Sisters!!!~,63,6.780,6.800,嫁取り×下克上 ～ワガママな3人の姉に下克上セックス!!!～,,,嫁取り下克上ワガママな3人の姉に下克上セックス嫁取り下克上ワガママな三人の姉に下克上セックスnyometorixgekokujosexwith3selfishbigsisters,3883
4148,v19269,-0.194,-0.015,-0.054,-0.182,6523.626,1349.435,-0.020,,,Forced AV Debut - Airi Kamiki,68,6.780,6.800,強制AVデビュー 上木愛莉1X歳 ～自慰盗撮から始まった、恥辱と背信の日々～,,,強制avデビュー上木愛莉1x歳自慰盗撮から始まった恥辱と背信の日forcedavdebutairikamiki,3884
5157,v22891,-1.789,-0.199,-0.425,-1.261,4139.157,1275.843,-0.168,,,Masochist Lil Sis Begs for Private Lessons ~My Sex Tutor Is Oniichan~,67,6.780,6.800,ドM妹おねだり個人レッスン～私のSEX家庭教師お兄ちゃん～,Ichigo's Study Sessions,义妹私教辅导~哥哥我是家庭教师,ドm妹おねだり個人レッスン私のsex家庭教師お兄ちゃんichigosstudysessions义妹私教辅导哥哥我是家庭教师masochistlilsisbegsforprivatelessonsmysextutorisoniichan,3885
6208,v30154,-0.738,-0.088,-0.208,-0.608,7255.764,1214.459,-0.094,,,,68,6.780,6.800,部下俺×女上司貸し出しプレイ＝？？？ ～部下の俺に貸し出された人妻女上司、由佳菜～,,,部下俺女上司貸し出しプレイ部下の俺に貸し出された人妻女上司由佳菜nan,3886
607,v1178,-0.732,-0.110,-0.226,-0.581,6530.070,1726.871,-0.081,,,,85,6.780,6.790,毎日がM！,,,毎日がmnan,3887
2213,v10324,-0.217,0.023,0.004,-0.133,4655.022,1485.720,-0.011,,,,72,6.780,6.790,姉にこの夏,,,姉にこの夏nan,3888
2986,v14068,-1.184,-0.120,-0.282,-0.875,4023.029,1326.209,-0.108,,,ai-mai ren-ai,76,6.780,6.790,愛妹恋愛,,,愛妹恋愛aimairenai,3889
3256,v15581,-0.845,-0.080,-0.182,-0.592,4720.074,1384.455,-0.081,,,,85,6.780,6.790,奪～人の妻、売ります～,,,奪人の妻売りますnan,3890
3661,v17557,0.290,0.076,0.116,0.217,6169.351,1417.483,0.018,,,,83,6.780,6.790,リラクゼーション癒香･艶 ～人妻セラピストによる洗体～,,,リラクゼーション癒香艶人妻セラピストによる洗体nan,3891
4088,v19053,-1.348,-0.160,-0.346,-0.998,4188.870,1347.925,-0.123,,,,75,6.780,6.790,魔装の国のアリス Alice in Immoral-land,,,魔装の国のアリスaliceinimmorallandnan,3892
4707,v21258,-0.249,0.015,0.027,-0.059,6097.877,1510.257,-0.019,,,,77,6.780,6.790,他の男の精液で孕むとき AFTER STORY,,,他の男の精液で孕むときafterstorynan,3893
962,v2406,-1.419,-0.202,-0.420,-1.110,4057.192,1459.568,-0.151,,,Menage a Twins\n双子ノ母(ハハ)性本能\nFutago no Bousei Honnou,89,6.780,6.780,双子ノ母性本能,,,双子ノ母性本能menageatwinsn双子ノ母ハハ性本能nfutagonobouseihonnou,3894
1212,v3683,-0.057,0.072,0.106,0.090,5307.450,1699.608,0.008,,,Night Shift Hospital Ward,105,6.780,6.780,夜勤病棟,Night Shift Nurses,夜勤病栋,夜勤病棟nightshiftnurses夜勤病栋nightshifthospitalward,3895
3373,v16129,-2.283,-0.258,-0.510,-1.483,3637.385,1249.202,-0.196,,,,106,6.780,6.780,逆転魔女裁判 －痴女な魔女に裁かれちゃう－,,,逆転魔女裁判痴女な魔女に裁かれちゃうnan,3896
4082,v19024,-1.357,-0.165,-0.354,-1.011,4087.059,1566.687,-0.133,,,ディアレストブルー,97,6.780,6.780,Dearest Blue,,,dearestblueディアレストブルー,3897
4782,v21499,-1.772,0.061,0.092,-0.095,6389.999,1421.078,0.007,,,クリムゾン グレイ,583,6.780,6.780,,Crimson Gray,Crimson Gray,crimsongraycrimsongrayクリムゾングレイ,3898
5852,v27736,-1.131,-0.071,-0.126,-0.433,4928.895,1226.051,-0.039,,,,236,6.780,6.780,女装神話,Trap Legend,女装神话,女装神話traplegend女装神话nan,3899
6374,v31447,-1.678,-0.157,-0.254,-0.798,14646.573,1521.597,-0.135,,,,129,6.780,6.780,,FreshWomen,新生也疯狂,freshwomen新生也疯狂nan,3900
1044,v2847,-0.949,-0.204,-0.398,-0.866,5641.109,1555.023,-0.122,,,,33,6.770,6.860,妹スマイル,,,妹スマイルnan,3901
6862,v43047,-1.122,-0.236,-0.498,-1.090,8737.400,1868.103,-0.133,,,,33,6.770,6.860,黒人VS白人～パワーセックスの虜になった妻～,,,黒人vs白人パワーセックスの虜になった妻nan,3902
1073,v2962,-1.197,-0.250,-0.452,-0.981,8250.611,1197.336,-0.159,,,,36,6.770,6.850,痴女の館～痴的な女主人～,,,痴女の館痴的な女主人nan,3903
1675,v6634,-0.696,-0.138,-0.264,-0.593,5315.327,1603.749,-0.093,,,Onesan hara-mix\nSister Haramix,35,6.770,6.850,お姉さん☆孕みっくす,,,お姉さん孕みっくすonesanharamixnsisterharamix,3904
1598,v6020,-1.835,-0.438,-0.692,-1.427,4627.861,1664.898,-0.198,,,"Farewell Faithful Wife - I'm Sorry Husband, They're Your Brother's Children",39,6.770,6.840,お別れ愛妻温泉旅行～ごめんなさいあなた…子供達は伯父さまの子。私はあの人の妻になります～,,,お別れ愛妻温泉旅行ごめんなさいあなた子供達は伯父さまの子私はあの人の妻になりますfarewellfaithfulwifeimsorryhusbandtheyreyourbrotherschildren,3905
1995,v8439,-0.523,-0.067,-0.131,-0.385,6833.968,1694.553,-0.054,,,,39,6.770,6.840,ずっとつくしてあげるの！,,,ずっとつくしてあげるのnan,3906
6506,v32678,-0.631,-0.068,-0.154,-0.427,17748.191,1769.705,-0.076,,,,39,6.770,6.840,,Saint Maker,Saint Maker,saintmakersaintmakernan,3907
4055,v18920,-0.501,-0.040,-0.127,-0.429,5605.862,1391.497,-0.062,,,奪 ENDING ～人の妻（おんな）、最後まで売ります～,44,6.770,6.820,奪 ENDING ～人の妻、最後まで売ります～,,,奪ending人の妻最後まで売ります奪ending人の妻おんな最後まで売ります,3908
4485,v20363,0.820,0.168,0.353,0.801,8277.076,1353.714,0.090,,,,46,6.770,6.820,エンコー JKビッチギャル オジサンとなまパコ性活,,,エンコーjkビッチギャルオジサンとなまパコ性活nan,3909
471,v882,-0.938,-0.069,-0.153,-0.514,10465.498,1407.707,-0.077,,,King of solitary island,54,6.770,6.810,南国ドミニオン,,,南国ドミニオンkingofsolitaryisland,3910
2831,v13104,-0.542,-0.067,-0.130,-0.377,7485.494,1426.081,-0.055,,,,56,6.770,6.810,オッさん教師の女子高生妻がヤリチン男子に寝取られる話,,,オッさん教師の女子高生妻がヤリチン男子に寝取られる話nan,3911
4973,v22221,-1.142,-0.117,-0.159,-0.532,14445.849,1338.704,-0.056,,,,56,6.770,6.800,,My Life as a Maiden,My Life as a Maiden,mylifeasamaidenmylifeasamaidennan,3912
5887,v28114,-1.573,-0.170,-0.294,-0.845,23177.748,1576.255,-0.119,,,,56,6.770,6.800,,Epiphyllum in Love,昙花,epiphylluminlove昙花nan,3913
6247,v30423,0.122,0.071,0.119,0.173,17018.551,1616.710,-0.010,,,,63,6.770,6.800,メンヘラフレシア フラワリングアビス,,精神病大王花 Flowering Abyss,メンヘラフレシアフラワリングアビス精神病大王花floweringabyssnan,3914
6392,v31608,-0.665,-0.029,-0.102,-0.449,6284.825,1405.166,-0.070,,,,60,6.770,6.800,俺と仲良し姉妹の淫魔な秘密 ～妹に死ぬほど嫌われながら姉とセックスする奇妙な同居生活～,,,俺と仲良し姉妹の淫魔な秘密妹に死ぬほど嫌われながら姉とセックスする奇妙な同居生活nan,3915
2882,v13628,0.371,0.148,0.284,0.491,10217.659,1572.020,0.062,,,Harukana\nはるかな,76,6.770,6.790,はるかかなた,,,はるかかなたharukananはるかな,3916
2585,v12212,-1.600,-0.195,-0.403,-1.150,4240.920,1386.270,-0.147,,,Hypnotism Counselor,75,6.770,6.780,催眠カウンセラー ～元上司のJK娘を堕とす報復の肉穴催眠～,,,催眠カウンセラー元上司のjk娘を堕とす報復の肉穴催眠hypnotismcounselor,3917
4566,v20650,-0.584,-0.029,-0.069,-0.319,6148.363,1398.257,-0.043,,,堕とされた美姉妹 ～どうかその娘だけは助けてください～,82,6.770,6.780,堕とされた美姉妹 ～どうかその娘だけは助けて下さい～,,,堕とされた美姉妹どうかその娘だけは助けて下さい堕とされた美姉妹どうかその娘だけは助けてください,3918
5667,v26390,-3.199,-0.311,-0.538,-1.632,17758.724,1381.344,-0.208,,,,82,6.770,6.780,07thシアター,,,07thシアターnan,3919
227,v284,-0.832,0.112,0.231,0.432,4433.765,1486.301,0.072,,,,717,6.770,6.770,超昂閃忍ハルカ,Beat Blades Haruka,Beat Blades Haruka,超昂閃忍ハルカbeatbladesharukabeatbladesharukanan,3920
2181,v10165,-1.122,-0.002,-0.032,-0.274,12679.062,1699.595,-0.029,,,,139,6.770,6.770,,Nanolife,Nanolife,nanolifenanolifenan,3921
2397,v11122,-0.453,0.104,0.120,0.010,16373.685,1518.710,-0.011,,,,147,6.770,6.770,とつげき！人間戦車 =War of the Human Tanks=,War of the Human Tanks,War of the Human Tanks,とつげき人間戦車warofthehumantankswarofthehumantankswarofthehumantanksnan,3922
2936,v13892,-0.159,0.042,0.065,-0.002,5859.170,1639.450,-0.002,,,Koisen,86,6.770,6.770,恋愛まで選択肢ひとつ,,,恋愛まで選択肢ひとつkoisen,3923
3016,v14282,-0.908,-0.100,-0.218,-0.612,5435.283,1404.901,-0.091,,,犯され勇者IV ～もうダメっ。ボクのおち○ちんは限界なのにぃ～\nViolated Hero IV -It's All Over My D*ck Is At Its Limit-,95,6.770,6.770,犯され勇者Ⅳ ～もうダメっ。ボクのおちんちんは限界なのにぃ～,,,犯され勇者もうダメっボクのおちんちんは限界なのにぃ犯され勇者ivもうダメっボクのおちちんは限界なのにぃnviolatedheroivitsallovermydckisatitslimit,3924
3371,v16106,-1.520,-0.168,-0.343,-1.025,3224.144,1319.223,-0.120,,,Taimanin Asagi ~Battle Arena~,161,6.770,6.770,対魔忍アサギ～決戦アリーナ～,Taimanin Asagi -Battle Arena-,Taimanin Asagi -Battle Arena-,対魔忍アサギ決戦アリーナtaimaninasagibattlearenataimaninasagibattlearenataimaninasagibattlearena,3925
3594,v17048,-0.921,-0.020,-0.071,-0.436,5072.182,1326.318,-0.050,,,enko shojo\nEnko Shojo -In The Case of Track and Field Club's Yukky-\nEnkou Shoujo ~Rikujoubu Yukky no Baai~,142,6.770,6.770,円交少女 ～陸上部ゆっきーの場合～,,圆角少女 田径社成员悠希的故事,円交少女陸上部ゆっきーの場合圆角少女田径社成员悠希的故事enkoshojonenkoshojointhecaseoftrackandfieldclubsyukkynenkoushoujorikujoubuyukkynobaai,3926
4796,v21530,-1.264,-0.068,-0.185,-0.774,4571.282,1528.713,-0.090,,,Abunoma\nあぶのま,93,6.770,6.770,あぶのーまるらば～ず,,,あぶのーまるらばずabunomanあぶのま,3927
5713,v26592,-0.106,0.100,0.140,0.132,10628.378,1362.184,-0.015,,,,106,6.770,6.770,夢現Re:After,Yumeutsutsu Re:After,梦现Re:After,夢現reafteryumeutsutsureafter梦现reafternan,3928
5957,v28420,0.063,0.103,0.176,0.225,6735.325,1297.871,0.036,,,,190,6.770,6.770,お母さんの授業:美津子,Mother's Lessons ~Mitsuko~,Mother's Lessons ~Mitsuko~,お母さんの授業美津子motherslessonsmitsukomotherslessonsmitsukonan,3929
424,v773,-1.937,-0.334,-0.619,-1.473,6606.627,1079.520,-0.230,,,,30,6.760,6.870,あまかみバンパイア,,,あまかみバンパイアnan,3930
1233,v3825,-0.464,-0.033,-0.110,-0.365,10322.128,1722.022,-0.068,,,7pri\nnanapri\nseven princesses\nPrincess nor dollen,32,6.760,6.860,ななプリ。,,,ななプリ7prinnanaprinsevenprincessesnprincessnordollen,3931
425,v775,-0.917,-0.058,-0.124,-0.514,11420.295,1377.374,-0.127,,,カミング・ハミング\nKamihami,31,6.760,6.850,Coming×Humming!!,,,cominghummingカミング・ハミングnkamihami,3932
667,v1329,-1.945,-0.323,-0.490,-1.190,16252.487,1634.726,-0.170,,,PURIPA\nPP,32,6.760,6.850,Princess Party ～プリンセスパーティー～,,,princesspartyプリンセスパーティーpuripanpp,3933
3189,v15226,-1.657,-0.385,-0.690,-1.426,6668.617,1263.533,-0.156,,,,34,6.760,6.850,PENDULUM,,,pendulumnan,3934
3277,v15656,0.131,0.066,0.088,0.114,7118.334,1483.867,-0.002,,,秘蜜淫交地下俱乐部～沉溺于媚药的肉体～,38,6.760,6.840,秘蜜淫交地下クラブ ～媚薬に溺れる肢体～,,秘蜜淫交地下俱乐部～沉溺于媚药的肉体～,秘蜜淫交地下クラブ媚薬に溺れる肢体秘蜜淫交地下俱乐部沉溺于媚药的肉体秘蜜淫交地下俱乐部沉溺于媚药的肉体,3935
6230,v30232,-0.278,0.035,0.063,-0.056,10222.276,1499.661,-0.031,,,,38,6.760,6.840,コイ×ミツ ～八重練紗祈と赤い糸の王子様～,,,コイミツ八重練紗祈と赤い糸の王子様nan,3936
1220,v3738,-1.423,-0.173,-0.332,-0.921,12058.070,1843.920,-0.150,,,,37,6.760,6.830,うたてめぐり,,,うたてめぐりnan,3937
4168,v19309,-1.164,-0.169,-0.293,-0.754,7581.179,1230.341,-0.105,,,,41,6.760,6.830,プラネット ドラゴン,,,プラネットドラゴンnan,3938
448,v838,-0.106,0.008,-0.018,-0.096,6777.383,1569.936,-0.007,,,,41,6.760,6.820,エインズワースの魔物たち,,,エインズワースの魔物たちnan,3939
5533,v25545,-0.967,-0.112,-0.250,-0.723,6590.422,1276.284,-0.119,,,,40,6.760,6.820,戦乙女ヴァルキリー３「貴方のような男には絶対に屈しません……！」,,,戦乙女ヴァルキリー貴方のような男には絶対に屈しませんnan,3940
487,v908,-0.738,-0.084,-0.185,-0.529,8059.809,1502.987,-0.086,,,Mamapuri!? ~Live-in My Report Card~,45,6.760,6.810,ママぷりっ!? ～我が家の同棲通信簿～,,,ママぷりっ我が家の同棲通信簿mamapuriliveinmyreportcard,3941
880,v2031,-0.349,0.010,-0.008,-0.191,7768.249,1720.022,-0.023,,,,48,6.760,6.810,クレナイノツキ,,,クレナイノツキnan,3942
1917,v7939,-0.629,-0.032,-0.081,-0.361,9354.906,1725.934,-0.077,,,what colors are your pants?\nお前のパンツは何色だ!?\nおパンだ\nOpanda,48,6.760,6.810,お前のパンツは何色だ！？,,,お前のパンツは何色だwhatcolorsareyourpantsnお前のパンツは何色だnおパンだnopanda,3943
2272,v10609,-1.789,-0.166,-0.317,-1.024,6913.287,1461.035,-0.162,,,Gaku ♥ Ou -It's Heartful Days!!-\n学♥王 -It's Heartful Days!!-\nがく♥おー\nGackOh\nGaku Oh\nGakuoh,48,6.760,6.810,学☆王 -It’s Heartful Days!!-,,学♥王 -It's Heartful Days!!-,学王itsheartfuldays学王itsheartfuldaysgakuouitsheartfuldaysn学王itsheartfuldaysnがくおーngackohngakuohngakuoh,3944
2436,v11375,-1.063,-0.128,-0.241,-0.696,7765.986,1574.408,-0.070,,,,50,6.760,6.810,みんな捧げちゃう！,,,みんな捧げちゃうnan,3945
4152,v19274,-0.281,0.049,0.053,-0.096,8278.971,1501.966,-0.034,,,,49,6.760,6.810,ヤキモチ彼女の一途な恋,,,ヤキモチ彼女の一途な恋nan,3946
