idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std,vid,collection,l1,l2,l3,l4,l5
5499,0,0,1,2,3,9,16,13,10,3,57,7.298,1.510,v25328,3215,64,185,111,27,2513
5500,0,0,0,8,4,8,26,34,23,10,113,7.620,1.542,v25342,552,25,54,35,3,363
5501,1,0,0,2,2,10,9,6,5,2,37,6.892,1.767,v25348,214,9,25,14,2,114
5502,4,10,24,39,99,273,589,655,205,71,1969,7.264,1.385,v25366,1929,67,355,62,12,1156
5503,0,0,0,5,1,10,22,21,8,4,71,7.310,1.410,v25367,845,34,82,37,12,573
5504,0,5,6,18,27,46,35,22,11,11,181,6.304,1.842,v25368,2386,120,334,116,30,1522
5505,1,3,3,4,4,14,10,14,8,4,65,6.615,2.139,v25371,0,0,0,0,0,0
5506,2,1,1,1,5,19,13,8,5,4,59,6.610,1.913,v25376,11674,444,9083,343,119,1130
5507,1,0,0,1,4,7,12,9,5,2,41,7.024,1.675,v25380,8546,259,6974,239,50,529
5508,6,7,10,35,45,112,93,65,12,21,406,6.345,1.780,v25384,8302,239,6461,248,47,750
5509,0,2,2,7,10,33,77,132,50,14,327,7.557,1.326,v25385,5290,103,4183,150,43,507
5510,4,3,12,28,24,83,134,118,41,25,472,6.943,1.690,v25413,1416,48,406,61,36,642
5511,1,2,0,5,8,15,32,17,14,5,99,6.980,1.729,v25414,5200,280,1115,275,127,2945
5512,4,1,2,10,8,27,34,14,10,6,116,6.500,1.923,v25418,2950,152,427,119,44,1902
5513,0,0,1,4,6,12,18,22,12,9,84,7.393,1.640,v25422,498,19,45,18,5,325
5514,2,5,3,5,4,5,4,0,0,1,29,4.448,2.127,v25423,424,17,31,19,7,278
5515,3,3,3,2,9,11,10,15,16,6,78,6.808,2.337,v25429,2238,185,447,129,52,1217
5516,0,0,2,2,3,11,13,13,7,1,52,6.981,1.538,v25432,6667,367,3043,343,350,1984
5517,0,2,1,2,4,9,19,10,4,1,52,6.692,1.635,v25437,745,32,70,36,12,475
5518,0,1,1,2,3,11,9,9,1,5,42,6.857,1.820,v25461,547,19,28,13,8,406
5519,0,2,3,7,8,17,24,17,8,12,98,6.929,1.934,v25489,822,31,58,28,16,570
5520,0,1,0,2,7,19,39,34,15,17,134,7.530,1.495,v25492,791,16,55,21,5,559
5521,1,0,0,1,0,8,8,14,2,2,36,7.194,1.595,v25494,449,19,29,17,4,301
5522,0,0,1,1,1,4,4,6,2,1,20,7.000,1.673,v25505,1223,58,175,59,30,730
5523,0,0,2,7,3,3,9,2,2,0,28,5.857,1.726,v25506,419,25,38,18,6,226
5524,1,0,0,4,7,9,28,24,5,9,87,7.230,1.624,v25513,413,18,44,12,8,218
5525,0,1,0,0,3,9,15,5,1,1,35,6.714,1.322,v25514,474,13,64,19,8,293
5526,3,3,3,6,17,30,47,34,17,11,171,6.848,1.842,v25515,442,22,40,13,7,242
5527,1,1,0,1,2,8,8,9,3,2,35,6.857,1.884,v25516,324,21,27,14,5,187
5528,0,1,0,1,1,6,14,9,0,1,33,6.879,1.365,v25521,494,31,38,20,5,291
5529,0,0,2,5,5,11,18,19,6,4,70,6.986,1.634,v25528,946,28,152,28,7,599
5530,0,0,0,1,5,8,13,6,4,0,37,6.811,1.248,v25533,4377,112,450,150,29,3179
5531,0,0,0,0,4,9,12,17,7,1,50,7.340,1.210,v25534,18891,1782,7620,1300,440,7008
5532,0,1,0,3,3,6,10,2,3,4,32,6.812,1.927,v25536,841,51,160,40,17,422
5533,1,1,0,4,2,6,12,7,3,4,40,6.800,2.027,v25545,7412,531,1623,483,149,4139
5534,0,0,0,4,7,16,17,22,10,12,88,7.409,1.635,v25548,2313,122,273,115,45,1499
5535,0,0,1,0,0,4,4,5,4,5,23,7.870,1.727,v25554,0,0,0,0,0,0
5536,1,0,0,3,5,11,26,16,10,17,89,7.573,1.754,v25555,853,53,88,32,14,519
5537,1,1,0,3,5,12,13,7,3,2,47,6.511,1.761,v25557,9175,566,2679,457,134,4695
5538,0,1,2,4,9,14,18,10,5,2,65,6.523,1.647,v25560,1407,66,423,68,16,649
5539,1,1,1,5,3,7,1,3,1,2,25,5.720,2.236,v25561,709,22,85,24,14,416
5540,2,2,1,0,0,3,10,3,0,2,23,6.130,2.507,v25564,1145,48,90,62,18,754
5541,0,1,0,2,6,7,6,3,3,0,28,6.250,1.617,v25565,553,30,54,28,9,369
5542,1,0,2,12,13,41,66,33,15,8,191,6.843,1.499,v25566,471,18,34,17,4,334
5543,0,1,0,4,6,15,8,6,0,1,41,6.146,1.441,v25568,753,20,88,30,5,493
5544,7,19,14,12,14,21,20,15,5,2,129,5.085,2.356,v25583,466,17,36,22,5,306
5545,1,1,1,0,3,8,12,10,4,5,45,7.089,1.930,v25593,12483,959,5043,753,327,4778
5546,2,0,2,4,2,7,8,1,0,1,27,5.556,2.006,v25594,858,40,203,26,38,328
5547,1,4,1,11,28,45,58,28,16,13,205,6.683,1.706,v25596,0,0,0,0,0,0
5548,0,0,0,0,2,5,11,31,18,15,82,8.256,1.218,v25616,4533,323,952,240,78,2534
5549,12,7,4,4,7,1,1,2,0,2,40,3.450,2.510,v25622,0,0,0,0,0,0
5550,0,4,2,2,2,19,4,1,2,0,36,5.556,1.755,v25633,0,0,0,0,0,0
5551,1,0,2,3,7,15,31,65,62,57,243,8.268,1.536,v25635,515,25,38,18,6,336
5552,1,1,0,2,0,9,13,8,3,0,37,6.676,1.677,v25638,0,0,0,0,0,0
5553,0,4,1,3,6,20,22,13,5,1,75,6.480,1.668,v25643,412,19,45,13,5,270
5554,0,1,1,2,1,7,10,3,2,1,28,6.500,1.722,v25646,512,18,64,20,12,303
5555,1,1,1,1,4,15,19,6,1,1,50,6.400,1.536,v25656,333,16,35,4,10,181
5556,2,3,2,3,4,8,11,11,6,2,52,6.404,2.255,v25670,487,15,32,16,8,330
5557,0,0,0,3,3,5,7,3,0,0,21,6.191,1.258,v25671,581,28,54,21,10,338
5558,0,0,2,1,1,6,13,3,4,4,34,7.118,1.762,v25672,443,12,56,16,9,268
5559,3,2,6,3,20,66,93,42,14,8,257,6.716,1.497,v25673,3208,157,1237,161,97,1278
5560,2,3,1,3,5,18,26,31,34,22,145,7.669,1.908,v25684,1892,105,430,105,33,1027
5561,4,6,6,22,41,119,136,148,53,27,562,6.982,1.619,v25690,0,0,0,0,0,0
5562,0,3,3,8,10,7,15,4,2,4,56,5.964,2.026,v25702,6790,334,2384,315,81,3105
5563,1,0,0,0,5,7,17,15,5,5,55,7.309,1.583,v25707,452,20,21,21,7,302
5564,1,2,3,5,9,13,9,11,12,5,70,6.657,2.151,v25708,2434,108,274,132,26,1606
5565,1,0,0,0,0,6,7,12,14,11,51,8.196,1.633,v25712,26871,2282,14515,1803,364,6837
5566,1,3,8,10,22,62,32,25,8,13,184,6.408,1.788,v25713,399,24,48,14,10,236
5567,1,0,1,1,2,13,16,15,7,6,62,7.274,1.677,v25719,15387,1054,9473,674,202,3248
5568,2,2,0,2,4,28,31,37,7,2,115,6.939,1.522,v25720,989,70,108,35,17,606
5569,3,0,2,2,3,6,8,22,12,9,67,7.433,2.166,v25721,0,0,0,0,0,0
5570,0,0,0,5,4,12,20,14,4,5,64,7.031,1.520,v25725,374,16,37,14,5,220
5571,3,1,0,2,3,7,8,2,2,1,29,5.862,2.285,v25740,0,0,0,0,0,0
5572,1,2,1,1,3,10,2,3,0,1,24,5.625,2.037,v25744,0,0,0,0,0,0
5573,1,0,1,0,2,5,11,10,13,11,54,7.926,1.824,v25750,0,0,0,0,0,0
5574,2,2,0,7,9,13,10,6,0,0,49,5.612,1.724,v25758,0,0,0,0,0,0
5575,0,0,5,4,5,15,15,9,15,2,70,6.829,1.836,v25765,449,23,49,11,12,265
5576,11,14,15,39,63,138,131,78,21,20,530,6.251,1.828,v25774,0,0,0,0,0,0
5577,2,0,1,3,2,4,10,5,1,3,31,6.452,2.227,v25779,4607,334,1617,191,90,1988
5578,3,4,11,18,22,45,48,49,13,18,231,6.584,1.976,v25784,658,19,74,32,9,426
5579,0,2,0,0,4,3,11,3,2,3,28,6.821,1.947,v25786,2442,97,266,107,24,1629
5580,1,2,0,1,4,7,9,2,4,0,30,6.200,1.973,v25788,395,15,26,17,4,280
5581,0,0,1,3,8,12,8,4,8,2,46,6.674,1.720,v25790,1502,76,362,70,38,786
5582,4,4,4,4,3,7,5,1,0,4,36,5.000,2.667,v25791,505,18,60,19,6,293
5583,0,0,2,3,2,5,5,1,3,6,27,6.963,2.269,v25792,0,0,0,0,0,0
5584,2,1,2,5,13,25,52,35,29,5,169,7.101,1.623,v25796,0,0,0,0,0,0
5585,2,1,1,2,6,15,38,47,7,10,129,7.287,1.586,v25805,0,0,0,0,0,0
5586,0,0,1,1,2,20,22,11,8,4,69,7.116,1.378,v25809,306,14,31,9,6,161
5587,0,1,2,11,13,6,4,5,0,1,43,5.372,1.629,v25810,462,16,49,20,9,280
5588,0,0,1,1,4,13,23,27,13,5,87,7.460,1.355,v25813,2731,157,687,174,33,1417
5589,0,1,1,2,3,8,10,4,3,1,33,6.515,1.708,v25814,1202,32,86,50,15,910
5590,3,0,2,0,4,5,6,5,1,1,27,5.926,2.340,v25815,723,25,156,27,8,407
5591,0,10,11,25,28,61,31,25,10,8,209,5.962,1.876,v25816,438,20,44,17,7,260
5592,1,1,2,2,5,10,9,7,11,14,62,7.419,2.226,v25820,0,0,0,0,0,0
5593,1,0,2,6,12,25,50,39,19,9,163,7.141,1.542,v25832,444,17,42,13,11,293
5594,1,2,4,10,21,47,88,78,31,16,298,7.124,1.546,v25838,0,0,0,0,0,0
5595,0,0,2,3,4,11,25,12,5,3,65,6.923,1.492,v25884,1789,67,293,90,22,1125
5596,0,0,0,2,2,9,7,4,1,0,25,6.480,1.204,v25887,387,7,27,19,2,262
5597,1,0,0,3,3,10,8,5,3,3,36,6.694,1.868,v25888,0,0,0,0,0,0
5598,0,1,5,3,16,44,60,33,9,3,174,6.713,1.360,v25911,744,33,61,30,9,500
5599,0,0,2,6,24,42,79,162,143,101,559,8.136,1.432,v25912,0,0,0,0,0,0
5600,0,1,0,3,5,15,40,71,51,28,214,8.019,1.353,v25914,345,16,29,20,3,227
5601,0,0,0,8,10,9,10,2,1,1,41,5.878,1.435,v25920,834,53,94,43,12,481
5602,0,0,0,3,4,10,14,3,2,2,38,6.632,1.422,v25921,1401,47,215,71,25,881
5603,1,2,4,6,12,24,45,48,25,44,211,7.626,1.869,v25924,506,25,36,18,10,329
5604,1,5,3,8,20,43,134,339,313,156,1022,8.255,1.323,v25931,5690,539,1936,353,239,2230
5605,4,3,2,4,8,20,19,22,13,9,104,6.808,2.171,v25934,0,0,0,0,0,0
5606,0,0,3,2,3,9,6,4,3,2,32,6.469,1.871,v25935,408,17,40,13,5,261
5607,1,3,6,6,11,13,13,15,0,7,75,6.173,2.144,v25936,0,0,0,0,0,0
5608,2,3,0,3,18,22,40,36,21,16,161,7.199,1.807,v25942,639,21,85,19,11,362
5609,1,0,4,1,6,9,9,6,4,2,42,6.381,1.988,v25948,10716,1242,3739,988,516,3715
5610,2,1,3,2,4,12,20,16,9,6,75,6.960,1.990,v25951,7001,445,3866,302,187,1759
5611,0,1,0,1,4,7,10,6,6,2,37,7.027,1.684,v25957,2488,171,828,94,30,1078
5612,0,0,0,5,4,14,11,7,3,1,45,6.533,1.439,v25963,554,30,45,19,13,363
5613,5,5,5,13,31,43,80,132,73,127,514,7.856,1.902,v25964,0,0,0,0,0,0
5614,0,1,2,8,8,14,6,5,1,0,45,5.667,1.520,v25980,1057,39,235,56,30,553
5615,0,0,1,0,2,8,5,9,2,1,28,7.000,1.439,v25984,498,20,43,25,12,321
5616,0,0,0,2,2,2,14,24,5,5,54,7.685,1.303,v25993,971,43,124,32,21,562
5617,1,1,1,2,5,20,35,59,28,35,187,7.904,1.582,v25999,5134,233,3288,172,76,970
5618,3,4,7,11,24,86,212,292,87,42,768,7.467,1.375,v26000,4544,278,668,232,82,2917
5619,0,1,0,1,4,17,27,47,19,10,126,7.651,1.341,v26001,2490,185,523,126,89,1227
5620,0,0,0,0,2,4,16,17,11,8,58,7.948,1.265,v26002,1991,143,561,83,16,952
5621,2,1,0,1,1,8,22,21,6,7,69,7.348,1.776,v26008,1370,65,83,57,17,981
5622,2,1,2,8,17,32,62,34,13,10,181,6.862,1.617,v26010,4671,243,2673,179,85,1115
5623,0,1,0,4,3,12,6,7,5,3,41,6.780,1.828,v26014,3310,153,546,157,61,2042
5624,0,1,1,3,7,5,4,3,1,0,25,5.720,1.638,v26021,1050,73,134,50,24,553
5625,1,0,0,3,5,9,9,6,0,4,37,6.568,1.853,v26022,2228,144,607,101,23,1044
5626,1,0,4,3,2,11,5,3,3,2,34,6.088,2.106,v26045,623,29,64,32,9,405
5627,1,0,0,2,2,10,15,20,12,8,70,7.600,1.634,v26051,843,46,139,27,12,486
5628,11,11,14,33,80,197,314,424,154,156,1394,7.407,1.677,v26052,1914,125,313,90,36,996
5629,2,1,0,3,1,6,8,5,3,6,35,6.857,2.416,v26053,1742,140,435,80,35,810
5630,1,1,2,4,6,21,40,25,23,13,136,7.338,1.699,v26054,910,49,145,27,9,549
5631,1,0,0,0,3,9,13,23,13,13,75,7.893,1.588,v26056,1184,49,219,40,9,687
5632,0,0,0,1,1,8,11,11,0,2,34,7.118,1.207,v26057,580,35,64,27,10,318
5633,0,2,3,11,9,9,14,4,1,1,54,5.648,1.723,v26070,1241,80,311,52,23,533
5634,0,0,4,6,16,17,28,17,4,6,98,6.592,1.659,v26098,560,34,58,21,12,320
5635,1,4,2,19,18,34,33,12,6,11,140,6.257,1.895,v26122,21994,2445,8704,2391,663,6533
5636,1,0,3,6,9,20,29,43,10,5,126,7.032,1.598,v26147,19439,1811,9477,1479,436,5269
5637,8,1,3,2,6,18,15,72,92,137,354,8.599,1.833,v26154,4118,222,1746,168,126,1363
5638,3,4,1,5,4,13,38,32,18,8,126,7.111,1.936,v26180,11623,570,6379,588,186,3144
5639,0,1,2,1,5,9,12,4,0,1,35,6.200,1.564,v26183,16678,867,7580,967,387,5860
5640,2,1,1,3,5,12,15,15,6,6,66,6.894,2.001,v26205,13808,521,7998,482,122,3851
5641,1,0,1,2,15,18,41,59,48,44,229,7.974,1.589,v26206,3890,126,626,163,69,2475
5642,0,2,1,3,6,22,29,21,3,5,92,6.837,1.527,v26210,3188,171,1077,133,117,1283
5643,5,4,9,11,19,39,51,37,16,20,211,6.683,2.063,v26232,831,16,342,36,8,315
5644,3,0,3,6,11,49,89,89,34,23,307,7.348,1.508,v26238,29585,3529,15991,2027,646,6113
5645,0,1,0,4,12,25,30,19,9,2,102,6.774,1.407,v26242,3879,167,1374,174,80,1588
5646,1,0,0,1,1,1,16,14,8,7,49,7.796,1.616,v26243,11255,887,5061,792,188,3904
5647,1,0,0,3,2,7,6,8,4,0,31,6.677,1.785,v26246,1245,66,396,59,36,471
5648,0,0,0,2,4,8,6,3,5,2,30,6.900,1.660,v26254,12750,757,5809,785,429,4322
5649,0,0,0,2,7,27,38,31,26,8,139,7.432,1.352,v26262,679,24,49,18,9,470
5650,1,1,0,2,3,8,11,8,6,1,41,6.805,1.837,v26272,256,11,21,10,2,139
5651,0,1,1,3,2,13,3,6,2,1,32,6.312,1.740,v26298,365,22,31,16,13,200
5652,2,1,1,2,7,10,8,2,2,2,37,5.946,2.053,v26299,734,46,98,30,19,420
5653,1,1,3,6,6,20,35,24,8,10,114,6.974,1.760,v26305,0,0,0,0,0,0
5654,2,2,1,9,10,34,65,115,110,109,457,8.214,1.590,v26307,661,19,51,34,7,455
5655,3,3,5,30,51,134,111,55,18,8,418,6.368,1.470,v26310,0,0,0,0,0,0
5656,5,11,27,23,15,57,30,14,9,9,200,5.550,2.147,v26316,0,0,0,0,0,0
5657,1,2,1,5,5,16,8,6,3,1,48,6.042,1.859,v26318,1103,61,169,48,22,593
5658,2,1,4,16,24,63,58,21,6,1,196,6.204,1.417,v26338,527,23,184,21,23,187
5659,12,10,12,31,28,62,87,90,37,7,376,6.479,2.014,v26344,481,15,87,18,15,219
5660,0,0,4,1,5,5,3,4,5,3,30,6.633,2.198,v26346,299,11,52,5,6,130
5661,0,0,1,7,4,20,19,30,10,12,103,7.320,1.656,v26351,499,17,47,24,6,324
5662,6,10,14,34,54,87,55,46,8,5,319,5.865,1.780,v26356,1027,51,221,37,19,524
5663,1,1,0,4,4,10,24,23,15,12,94,7.511,1.755,v26368,0,0,0,0,0,0
5664,0,1,1,0,0,12,5,12,3,1,35,7.000,1.567,v26370,670,34,164,24,18,295
5665,4,2,10,8,30,91,83,76,23,10,337,6.712,1.604,v26376,1257,93,89,60,23,778
5666,2,2,3,5,8,15,34,33,16,19,137,7.307,1.943,v26382,1296,78,218,57,21,680
5667,4,1,0,2,10,16,23,11,6,8,81,6.704,2.058,v26390,439,21,84,22,18,200
5668,6,1,5,7,19,16,58,109,121,174,516,8.428,1.751,v26391,467,22,80,15,4,255
5669,0,1,4,3,9,6,5,1,0,3,32,5.625,1.980,v26393,300,18,32,9,9,161
5670,1,1,0,0,4,5,8,10,7,0,36,7.000,1.826,v26394,423,21,74,12,2,232
5671,0,1,5,3,19,46,52,26,20,14,186,6.946,1.616,v26397,990,55,129,55,35,570
5672,3,1,1,8,3,11,6,4,1,2,40,5.600,2.189,v26402,972,65,76,42,23,612
5673,13,6,16,44,96,322,638,891,399,171,2596,7.533,1.424,v26414,418,17,50,12,8,231
5674,5,9,10,40,60,96,57,22,15,9,323,5.848,1.756,v26415,0,0,0,0,0,0
5675,1,3,6,13,21,41,28,17,2,6,138,6.072,1.722,v26416,778,59,113,30,15,393
5676,1,1,2,0,6,18,16,6,3,6,59,6.678,1.845,v26417,0,0,0,0,0,0
5677,0,0,0,2,6,29,49,51,8,9,154,7.305,1.197,v26418,3860,360,848,221,107,1934
5678,0,0,1,3,2,31,42,31,6,3,119,7.034,1.173,v26419,729,32,117,29,17,409
5679,2,1,2,5,6,8,16,14,11,12,77,7.156,2.192,v26424,977,49,130,53,20,571
5680,0,0,2,4,6,7,9,4,1,0,33,6.000,1.498,v26433,462,30,77,16,14,213
5681,6,4,4,11,16,35,29,14,4,8,131,6.038,2.065,v26435,1094,79,207,37,19,528
5682,2,0,1,5,6,18,14,4,2,1,53,6.057,1.676,v26438,236,13,32,7,8,109
5683,2,5,3,8,8,19,6,7,0,5,63,5.635,2.192,v26440,280,17,29,11,9,153
5684,2,1,3,6,9,21,58,94,56,34,284,7.782,1.577,v26444,811,43,104,40,15,465
5685,1,0,1,5,10,14,41,55,35,24,186,7.742,1.572,v26448,0,0,0,0,0,0
5686,0,2,5,2,5,23,29,13,10,7,96,6.844,1.781,v26469,373,24,59,9,10,168
5687,2,4,3,7,5,15,8,4,0,0,48,5.208,1.870,v26472,230,12,27,8,11,117
5688,0,0,0,3,4,8,9,12,6,7,49,7.408,1.701,v26478,310,12,40,11,9,164
5689,1,0,0,0,1,9,13,32,28,29,113,8.398,1.436,v26485,335,22,49,12,9,170
5690,2,6,8,21,26,29,29,15,5,13,154,6.000,2.086,v26486,1106,57,133,50,28,633
5691,1,0,1,4,7,10,3,6,2,5,39,6.462,2.110,v26492,985,80,105,53,14,570
5692,2,1,9,8,7,10,2,2,0,4,45,5.067,2.215,v26498,672,52,58,31,27,363
5693,52,45,44,49,51,73,32,8,3,17,374,4.406,2.356,v26500,721,51,69,38,16,396
5694,0,1,0,5,6,7,18,9,8,6,60,7.067,1.806,v26508,784,48,131,21,19,383
5695,1,0,0,1,1,13,25,13,11,1,66,7.212,1.376,v26513,278,13,39,9,11,128
5696,0,0,0,2,0,5,12,9,4,3,35,7.429,1.400,v26515,0,0,0,0,0,0
5697,11,4,10,16,27,109,228,805,866,733,2809,8.566,1.333,v26523,0,0,0,0,0,0
5698,0,1,1,1,2,8,6,4,3,2,28,6.714,1.868,v26529,219,11,33,4,8,87
5699,2,2,1,8,10,40,76,101,102,116,458,8.186,1.618,v26530,385,23,47,21,7,199
5700,0,2,4,5,8,18,39,45,21,22,164,7.476,1.744,v26531,0,0,0,0,0,0
5701,10,14,34,50,85,257,595,1201,732,349,3327,7.862,1.460,v26532,705,54,195,21,18,291
5702,1,1,5,3,7,16,9,8,6,0,56,6.107,1.887,v26536,353,25,96,17,14,117
5703,1,1,1,5,11,26,42,43,13,12,155,7.174,1.587,v26537,312,17,58,11,10,121
5704,2,0,2,2,1,13,8,4,4,6,42,6.738,2.237,v26541,0,0,0,0,0,0
5705,3,2,2,1,6,16,9,3,4,2,48,5.958,2.160,v26547,0,0,0,0,0,0
5706,2,1,1,8,7,6,9,14,6,12,66,6.955,2.351,v26548,240,13,34,18,8,93
5707,2,0,0,3,7,13,17,19,4,6,71,6.958,1.795,v26551,0,0,0,0,0,0
5708,0,0,0,1,1,12,12,4,3,2,35,6.971,1.298,v26553,0,0,0,0,0,0
5709,0,4,1,13,17,44,46,29,21,17,192,6.901,1.781,v26563,225,10,32,5,5,110
5710,2,1,0,2,3,6,15,12,4,1,46,6.739,1.905,v26573,4810,207,1671,225,133,2048
5711,0,0,0,1,2,4,3,13,11,7,41,8.098,1.495,v26578,12310,622,5291,595,204,4791
5712,2,1,4,14,35,121,178,96,35,13,499,6.878,1.338,v26581,21994,2445,8704,2391,663,6533
5713,1,1,3,4,6,24,30,27,4,4,104,6.769,1.601,v26592,19805,1695,7782,1348,404,7647
5714,2,2,8,16,26,41,55,82,40,41,313,7.287,1.895,v26594,19439,1811,9477,1479,436,5269
5715,3,0,2,2,9,21,39,38,12,10,136,7.154,1.688,v26603,4118,222,1746,168,126,1363
5716,0,1,0,3,8,13,13,11,2,4,55,6.709,1.637,v26622,11623,570,6379,588,186,3144
5717,1,0,2,0,5,10,10,5,2,6,41,6.829,1.999,v26631,29585,3529,15991,2027,646,6113
5718,0,0,2,4,5,4,11,3,0,1,30,6.067,1.611,v26634,16678,867,7580,967,387,5860
5719,1,1,2,5,8,30,69,89,40,18,263,7.544,1.424,v26639,21856,1947,11780,1102,331,5733
5720,2,1,0,0,4,9,10,5,3,2,36,6.528,2.034,v26640,9560,636,3494,676,216,3874
5721,0,0,2,3,8,8,5,6,1,1,34,6.118,1.641,v26655,2582,114,769,116,61,1195
5722,1,4,2,4,9,22,55,129,101,59,386,8.093,1.497,v26664,12150,631,5294,631,411,4388
5723,0,2,2,10,6,24,32,20,4,6,106,6.641,1.672,v26678,6151,334,3086,376,119,1778
5724,2,0,0,4,7,14,8,8,5,3,51,6.510,1.944,v26702,418,11,155,18,12,149
5725,15,23,30,43,75,188,175,95,30,22,696,6.180,1.863,v26721,3470,81,2418,104,23,615
5726,0,2,0,2,2,9,18,16,9,7,65,7.400,1.708,v26723,2764,126,803,138,72,1282
5727,0,1,1,1,7,8,15,18,1,3,55,6.909,1.564,v26724,14382,689,6153,707,311,5661
5728,1,0,4,12,19,52,38,43,16,13,198,6.828,1.673,v26728,12421,662,4073,792,487,5637
5729,0,0,2,3,3,9,11,12,5,4,49,7.041,1.738,v26742,18691,2238,9160,1437,326,4848
5730,0,1,0,1,4,9,7,12,2,2,38,6.921,1.596,v26749,11879,775,6969,495,93,2961
5731,0,4,2,10,15,12,6,5,0,2,56,5.411,1.771,v26752,17929,866,10138,599,187,5203
5732,0,0,5,0,14,27,35,20,14,15,130,7.138,1.690,v26757,30170,1144,20527,867,459,5948
5733,0,3,2,3,5,27,34,23,5,3,105,6.743,1.525,v26763,1577,76,548,60,64,578
5734,9,6,8,16,58,123,218,213,79,54,784,7.166,1.635,v26765,3778,140,1632,129,50,1435
5735,1,0,1,1,4,11,24,18,8,8,76,7.342,1.627,v26773,3188,171,1077,133,117,1283
5736,3,2,0,5,6,13,17,10,7,4,67,6.522,2.111,v26776,2679,123,722,134,106,1275
5737,1,0,1,1,3,9,19,6,2,3,45,6.800,1.641,v26777,1165,66,501,51,49,298
5738,0,0,2,1,3,5,10,7,15,3,46,7.522,1.741,v26779,1065,58,394,49,50,305
5739,0,2,1,0,5,10,12,4,1,1,36,6.306,1.630,v26782,1726,87,665,74,77,569
5740,1,0,0,2,5,9,10,6,3,1,37,6.568,1.669,v26783,1905,105,598,85,122,727
5741,0,0,0,0,1,3,12,13,10,5,44,7.977,1.196,v26785,1278,46,394,58,34,510
5742,0,1,0,0,5,12,11,5,3,1,38,6.658,1.438,v26791,4546,228,1268,243,153,2164
5743,2,0,0,2,0,2,8,5,5,2,26,7.038,2.278,v26792,4542,208,1847,202,145,1656
5744,1,2,9,9,15,30,54,40,10,17,187,6.850,1.835,v26796,3588,278,1646,201,78,1066
5745,2,3,6,7,18,18,14,5,1,4,78,5.628,1.942,v26802,6931,227,2438,203,98,3480
5746,3,0,1,2,2,11,17,3,5,2,46,6.478,2.030,v26811,22143,1494,10915,1340,578,6938
5747,0,1,2,3,5,8,11,21,9,8,68,7.338,1.852,v26812,2143,77,982,82,60,635
5748,9,18,30,42,74,87,69,45,15,11,400,5.707,1.969,v26814,4091,318,979,360,248,1811
5749,1,0,1,1,6,13,24,44,16,10,116,7.586,1.486,v26819,12750,757,5809,785,429,4322
5750,3,2,16,15,34,111,142,161,73,41,598,7.191,1.634,v26837,7260,427,2519,490,248,3031
5751,0,2,5,3,7,13,19,7,1,4,61,6.262,1.863,v26838,5595,322,1420,337,134,2907
5752,0,0,0,2,3,15,7,4,1,0,32,6.344,1.107,v26843,10370,726,4620,697,376,3169
5753,0,3,6,6,6,14,6,7,1,0,49,5.490,1.820,v26850,3071,120,493,141,81,1866
5754,0,1,0,3,6,9,12,3,0,2,36,6.278,1.556,v26862,17470,1291,7406,1009,346,6658
5755,1,1,0,0,0,6,7,14,2,2,33,7.212,1.788,v26869,11834,979,3692,595,76,5962
5756,2,0,0,6,4,8,12,14,8,3,57,6.877,1.974,v26888,6667,367,3043,343,350,1984
5757,1,0,6,7,11,8,5,6,1,1,46,5.478,1.862,v26889,9126,476,3089,466,245,4278
5758,1,1,1,2,5,8,10,10,5,11,54,7.259,2.145,v26891,18891,1782,7620,1300,440,7008
5759,0,0,0,3,1,3,13,8,3,3,34,7.265,1.521,v26894,6790,334,2384,315,81,3105
5760,0,0,2,1,3,6,6,6,1,4,29,6.897,1.900,v26898,26871,2282,14515,1803,364,6837
5761,1,0,3,6,6,18,30,62,42,40,208,7.962,1.667,v26900,13943,1096,4304,640,225,6823
5762,13,2,8,18,39,108,210,327,160,115,1000,7.632,1.635,v26902,15387,1054,9473,674,202,3248
5763,0,2,1,2,3,8,8,11,4,0,39,6.615,1.792,v26908,12346,331,8570,374,122,2385
5764,0,0,0,0,4,5,6,7,3,2,27,7.222,1.449,v26937,22332,2087,8997,1234,493,8654
5765,0,0,2,2,2,5,14,5,2,2,34,6.765,1.646,v26949,24421,2842,11004,1896,688,7354
5766,0,3,2,4,10,9,10,5,5,6,54,6.426,2.165,v26952,5623,214,2929,190,45,1842
5767,1,0,0,0,6,5,9,28,9,7,65,7.677,1.580,v26960,14452,1072,6124,763,271,5438
5768,0,0,0,0,2,5,13,14,5,1,40,7.450,1.094,v26961,14383,1293,5414,834,315,5822
5769,31,6,17,29,31,70,137,402,433,582,1738,8.445,1.817,v26987,5389,225,2706,192,31,1825
5770,0,0,2,6,12,24,67,81,22,15,229,7.419,1.357,v26989,578,4,332,7,2,139
5771,4,6,10,25,28,82,103,90,27,11,386,6.663,1.708,v26999,1527,73,581,72,70,483
5772,1,1,0,2,3,4,23,10,7,2,53,7.057,1.687,v27001,12310,622,5291,595,204,4791
5773,0,1,0,1,5,11,27,27,11,12,95,7.590,1.490,v27014,19439,1811,9477,1479,436,5269
5774,0,0,2,0,1,6,13,10,3,1,36,7.083,1.422,v27027,29585,3529,15991,2027,646,6113
