idx,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,votes,avg,std,vid,collection,l1,l2,l3,l4,l5
2026,0,0,0,1,4,7,12,7,3,1,35,6.943,1.308,v8661,200,7,78,4,11,46
2027,7,3,8,17,30,57,105,148,81,61,517,7.457,1.812,v8701,830,32,312,26,24,321
2028,0,0,0,5,4,11,6,3,2,1,32,6.250,1.521,v8730,3778,140,1632,129,50,1435
2029,6,3,5,11,28,42,66,120,70,70,421,7.637,1.877,v8731,955,41,329,39,48,298
2030,0,0,0,2,5,14,11,1,0,0,33,6.121,0.913,v8767,710,42,91,27,23,383
2031,0,1,0,0,10,4,6,5,1,5,32,6.781,1.948,v8777,2171,87,323,87,36,1328
2032,2,1,4,2,7,8,6,2,0,2,34,5.441,2.117,v8798,533,15,50,11,11,323
2033,3,0,1,3,8,12,9,6,3,6,51,6.431,2.216,v8820,404,13,39,16,16,202
2034,7,8,10,18,45,89,234,404,146,63,1024,7.518,1.506,v8832,1006,34,74,46,19,651
2035,6,4,9,6,3,1,0,1,0,0,30,3.133,1.627,v8892,190,5,42,8,10,62
2036,5,3,10,19,57,175,431,427,198,59,1384,7.411,1.345,v8900,201,4,94,4,7,37
2037,5,17,39,82,115,128,101,44,22,11,564,5.663,1.776,v8928,495,7,234,10,8,152
2038,2,10,13,25,66,145,199,104,23,32,619,6.645,1.593,v9047,2143,77,982,82,60,635
2039,0,0,1,2,1,4,11,7,2,1,29,6.931,1.507,v9071,500,4,214,8,10,150
2040,0,0,1,3,6,15,30,54,17,14,140,7.643,1.394,v9092,249,4,98,6,5,69
2041,8,20,44,111,224,541,1215,1759,1151,444,5517,7.679,1.459,v9093,150,1,56,5,5,28
2042,0,1,0,4,6,14,23,11,5,1,65,6.708,1.433,v9095,831,16,342,36,8,315
2043,0,0,0,1,3,17,21,16,13,2,73,7.301,1.268,v9096,11674,444,9083,343,119,1130
2044,9,14,32,73,90,243,416,471,221,104,1673,7.198,1.671,v9124,8546,259,6974,239,50,529
2045,2,0,4,7,8,30,61,34,22,4,172,6.971,1.560,v9125,8302,239,6461,248,47,750
2046,0,0,0,0,2,8,11,19,18,3,61,7.853,1.212,v9127,12310,622,5291,595,204,4791
2047,0,2,0,9,11,17,15,10,2,2,68,6.176,1.635,v9168,21994,2445,8704,2391,663,6533
2048,1,1,1,7,9,18,34,18,13,5,107,6.878,1.695,v9175,29585,3529,15991,2027,646,6113
2049,4,4,7,22,37,66,57,39,9,5,250,6.176,1.695,v9189,21856,1947,11780,1102,331,5733
2050,0,0,2,1,5,15,8,15,8,0,54,6.907,1.506,v9190,779,21,44,26,9,554
2051,0,3,1,2,3,12,22,64,19,10,136,7.654,1.497,v9196,13808,521,7998,482,122,3851
2052,1,3,4,6,5,35,60,135,40,18,307,7.551,1.453,v9198,2764,126,803,138,72,1282
2053,5,2,4,19,37,96,189,254,124,41,771,7.444,1.474,v9205,513,26,130,16,20,212
2054,0,3,6,7,8,15,23,22,17,4,105,6.781,1.957,v9208,1322,70,400,66,68,481
2055,0,0,0,3,2,4,13,9,2,2,35,7.057,1.453,v9220,9170,612,2261,690,246,4729
2056,1,3,2,11,10,10,2,2,1,1,43,5.023,1.798,v9235,30170,1144,20527,867,459,5948
2057,0,0,1,0,3,7,4,4,3,3,25,7.080,1.764,v9258,0,0,0,0,0,0
2058,0,0,1,2,5,11,12,9,7,1,48,6.896,1.517,v9267,22143,1494,10915,1340,578,6938
2059,0,0,1,6,7,12,6,4,2,7,45,6.578,1.983,v9280,515,25,30,18,10,320
2060,0,0,0,3,2,10,5,4,2,4,30,6.900,1.758,v9281,2744,130,1033,108,116,1107
2061,0,0,1,1,4,9,6,1,3,0,25,6.320,1.434,v9295,4810,207,1671,225,133,2048
2062,6,14,9,29,37,28,21,16,2,9,171,5.339,2.136,v9303,611,16,217,7,11,256
2063,0,1,1,4,8,10,6,6,3,0,39,6.103,1.645,v9323,19439,1811,9477,1479,436,5269
2064,0,0,0,4,6,8,10,6,8,4,46,7.043,1.756,v9326,4118,222,1746,168,126,1363
2065,0,0,1,3,8,8,20,22,19,2,83,7.349,1.508,v9330,11623,570,6379,588,186,3144
2066,0,0,0,1,2,8,4,5,5,2,27,7.222,1.571,v9337,29585,3529,15991,2027,646,6113
2067,0,0,2,3,7,8,36,36,13,11,116,7.483,1.483,v9338,16678,867,7580,967,387,5860
2068,0,0,0,0,8,6,11,5,1,0,31,6.516,1.132,v9346,21856,1947,11780,1102,331,5733
2069,4,1,1,7,4,9,8,5,0,0,39,5.308,2.065,v9394,2407,121,959,95,108,786
2070,1,2,5,8,27,65,130,198,68,32,536,7.468,1.401,v9409,13808,521,7998,482,122,3851
2071,0,0,5,4,5,15,13,9,4,1,56,6.339,1.693,v9414,862,34,319,29,22,332
2072,0,5,4,8,16,34,33,16,9,1,126,6.254,1.666,v9427,12150,631,5294,631,411,4388
2073,3,3,2,17,28,43,77,60,38,14,285,6.954,1.738,v9428,6151,334,3086,376,119,1778
2074,0,0,2,5,4,7,2,4,3,2,29,6.241,2.011,v9431,3470,81,2418,104,23,615
2075,1,1,0,5,9,14,30,40,26,13,139,7.525,1.651,v9435,2764,126,803,138,72,1282
2076,0,3,2,5,13,18,22,11,12,0,86,6.454,1.723,v9500,506,24,161,16,14,200
2077,0,0,1,3,11,15,18,15,2,0,65,6.523,1.302,v9501,12421,662,4073,792,487,5637
2078,0,0,0,2,6,14,30,18,12,3,85,7.223,1.305,v9514,4580,260,2584,309,72,1004
2079,0,1,1,5,7,10,3,2,3,2,34,6.000,1.894,v9588,30170,1144,20527,867,459,5948
2080,2,0,6,5,8,20,10,7,2,0,60,5.733,1.750,v9621,2537,153,431,146,73,1431
2081,1,0,1,1,9,5,11,7,3,2,40,6.575,1.815,v9635,1577,76,548,60,64,578
2082,0,0,0,3,1,5,13,10,4,1,37,7.135,1.379,v9637,3778,140,1632,129,50,1435
2083,0,0,1,4,1,8,11,4,6,4,39,7.051,1.811,v9641,1414,81,406,83,46,607
2084,2,1,4,10,18,16,24,8,4,6,93,6.129,1.930,v9642,2679,123,722,134,106,1275
2085,7,3,11,17,23,26,33,22,22,23,187,6.524,2.368,v9643,1486,92,490,82,56,549
2086,0,0,1,0,5,14,21,19,18,8,86,7.593,1.458,v9644,637,25,154,26,21,262
2087,1,0,0,2,4,4,8,1,4,2,26,6.654,2.018,v9645,3588,278,1646,201,78,1066
2088,0,0,0,3,2,13,14,18,14,9,73,7.644,1.538,v9647,292,13,137,9,9,57
2089,0,0,0,2,4,6,6,4,6,4,32,7.250,1.785,v9668,2143,77,982,82,60,635
2090,0,1,3,2,2,5,6,6,2,0,27,6.185,1.925,v9677,5595,322,1420,337,134,2907
2091,7,0,9,10,24,70,114,311,274,178,997,8.171,1.517,v9678,2169,56,1047,120,59,702
2092,0,1,0,4,1,4,6,2,2,2,22,6.500,2.039,v9679,1938,70,655,75,28,868
2093,5,12,32,51,76,208,384,439,181,43,1431,7.139,1.561,v9680,11674,444,9083,343,119,1130
2094,0,1,0,2,3,7,10,7,2,3,35,6.886,1.720,v9683,8546,259,6974,239,50,529
2095,0,0,0,0,4,6,6,4,8,1,29,7.310,1.488,v9684,8302,239,6461,248,47,750
2096,0,2,1,2,5,5,10,5,2,10,42,7.095,2.245,v9695,5290,103,4183,150,43,507
2097,4,17,33,57,92,125,72,33,15,4,452,5.571,1.702,v9708,995,27,507,37,30,284
2098,7,12,25,50,81,89,46,28,6,3,347,5.404,1.706,v9709,503,15,120,20,20,211
2099,1,2,2,1,15,38,36,35,17,19,166,7.187,1.724,v9711,1416,48,406,61,36,642
2100,3,5,16,23,39,58,36,18,10,7,215,5.823,1.847,v9721,985,46,225,36,42,432
2101,0,1,4,7,6,15,6,14,4,0,57,6.175,1.788,v9732,731,25,354,15,15,170
2102,0,0,0,2,3,13,30,24,21,2,95,7.495,1.239,v9734,615,18,297,16,11,133
2103,0,0,1,2,4,9,13,21,12,4,66,7.455,1.509,v9736,940,20,374,31,22,296
2104,0,0,1,2,4,11,15,12,8,4,57,7.193,1.561,v9750,6667,367,3043,343,350,1984
2105,1,1,0,3,2,10,18,31,22,10,98,7.724,1.640,v9754,2886,166,1075,136,79,1138
2106,4,6,5,6,5,2,6,1,3,1,39,4.590,2.509,v9763,4389,276,2113,164,101,1420
2107,1,0,1,3,8,14,40,37,20,9,133,7.413,1.502,v9768,2303,89,1221,70,40,661
2108,0,1,1,1,4,11,11,7,7,2,45,6.911,1.697,v9830,2616,140,1296,80,44,822
2109,7,20,26,29,42,71,109,93,57,48,502,6.727,2.179,v9846,2554,191,736,142,92,1135
2110,0,0,0,2,5,9,26,36,15,10,103,7.689,1.337,v9847,746,23,281,18,24,238
2111,2,2,2,5,12,22,42,51,17,8,163,7.110,1.676,v9857,560,18,213,14,20,153
2112,3,4,8,30,37,52,38,13,8,3,196,5.735,1.697,v9858,771,22,270,13,32,262
2113,0,1,4,3,10,10,16,7,3,2,56,6.268,1.758,v9862,1127,31,454,18,17,431
2114,1,1,15,9,5,17,30,10,2,2,92,5.859,1.909,v9874,574,26,149,42,35,231
2115,2,3,4,13,22,43,20,15,4,3,129,5.938,1.697,v9878,3817,125,2778,158,40,489
2116,3,2,11,38,54,157,379,640,305,143,1732,7.709,1.386,v9879,26871,2282,14515,1803,364,6837
2117,1,0,2,0,2,5,12,8,3,1,34,6.824,1.790,v9880,1388,74,522,83,34,458
2118,0,0,0,0,2,10,9,10,4,0,35,7.114,1.115,v9881,15387,1054,9473,674,202,3248
2119,0,0,0,1,1,9,13,21,4,5,54,7.556,1.272,v9885,6139,281,3278,343,151,1760
2120,2,2,4,5,9,11,6,5,6,3,53,5.943,2.277,v9886,2137,96,880,73,89,777
2121,3,3,11,22,51,120,126,65,13,14,428,6.458,1.527,v9887,12346,331,8570,374,122,2385
2122,1,1,3,11,11,15,13,3,1,1,60,5.583,1.646,v9888,379,6,125,15,6,119
2123,11,19,37,72,135,340,639,706,300,72,2331,7.166,1.533,v9889,1668,149,556,150,63,614
2124,0,0,0,4,4,9,29,38,7,6,97,7.423,1.299,v9890,18576,588,14784,476,244,1871
2125,1,0,1,2,5,14,16,14,11,5,69,7.159,1.725,v9892,2863,153,1476,173,69,787
2126,1,0,0,5,6,5,13,12,3,1,46,6.630,1.724,v9894,1226,45,501,55,24,506
2127,0,2,0,1,3,6,6,5,3,1,27,6.593,1.910,v9896,29585,3529,15991,2027,646,6113
2128,1,1,2,6,12,17,25,21,11,6,102,6.833,1.794,v9897,532,11,188,11,16,217
2129,0,0,1,4,4,14,16,26,13,10,88,7.500,1.610,v9905,12310,622,5291,595,204,4791
2130,2,1,3,5,15,4,5,3,0,2,40,5.275,1.975,v9908,19439,1811,9477,1479,436,5269
2131,0,1,1,3,4,4,7,18,8,3,49,7.265,1.816,v9913,29585,3529,15991,2027,646,6113
2132,0,0,0,0,3,5,8,16,8,1,41,7.585,1.209,v9916,7301,278,2908,276,89,3294
2133,1,0,2,1,2,13,19,24,8,2,72,7.167,1.537,v9919,16678,867,7580,967,387,5860
2134,1,5,10,11,27,48,69,63,23,17,274,6.832,1.788,v9935,779,21,44,26,9,554
2135,0,0,0,2,7,10,14,21,7,3,64,7.219,1.419,v9959,3158,249,428,188,88,1917
2136,1,0,2,1,5,3,7,4,2,2,27,6.407,2.113,v9976,13808,521,7998,482,122,3851
2137,0,1,0,0,3,10,21,14,10,9,68,7.588,1.527,v9977,1672,71,711,52,72,489
2138,0,0,0,3,2,5,15,33,10,4,72,7.653,1.282,v9981,3244,212,1334,139,82,1084
2139,0,0,1,3,6,17,29,20,8,4,88,7.068,1.396,v9984,2764,126,803,138,72,1282
2140,3,11,11,41,85,200,295,342,123,25,1136,7.047,1.491,v9986,1176,13,638,15,26,280
2141,1,0,1,7,14,9,8,2,2,4,48,5.958,1.903,v9994,4903,351,1017,371,217,2514
2142,0,0,1,0,2,5,12,9,4,0,33,7.121,1.273,v9996,18593,1211,10318,856,265,5111
2143,1,2,3,4,7,4,5,4,2,6,38,6.158,2.519,v9998,4118,187,769,196,108,2549
2144,3,0,1,5,16,55,127,156,80,53,496,7.708,1.415,v10000,30170,1144,20527,867,459,5948
2145,1,0,3,1,4,10,17,49,20,4,109,7.569,1.511,v10001,1577,76,548,60,64,578
2146,0,1,1,5,9,9,28,24,14,5,96,7.167,1.625,v10005,3970,147,266,173,53,2941
2147,0,0,1,1,4,9,12,7,3,1,38,6.790,1.417,v10012,1414,81,406,83,46,607
2148,4,6,10,10,13,28,19,5,1,0,96,5.219,1.850,v10013,1294,120,187,107,76,656
2149,5,10,18,43,85,252,526,472,141,51,1603,7.127,1.405,v10016,1165,66,501,51,49,298
2150,1,0,2,3,3,17,25,31,6,3,91,7.066,1.503,v10026,1726,87,665,74,77,569
2151,7,1,1,4,9,21,43,118,142,103,449,8.356,1.616,v10028,4542,208,1847,202,145,1656
2152,0,3,0,5,2,7,16,6,2,1,42,6.333,1.821,v10035,3588,278,1646,201,78,1066
2153,1,0,0,1,7,5,13,4,4,1,36,6.639,1.686,v10040,1006,34,74,46,19,651
2154,2,0,2,9,10,34,46,51,22,12,188,7.160,1.633,v10041,4180,255,1154,270,219,1846
2155,2,2,3,3,6,8,9,0,2,0,35,5.314,1.982,v10043,1248,25,123,36,10,906
2156,0,1,0,3,6,21,37,44,35,18,165,7.733,1.465,v10047,649,31,55,33,8,410
2157,0,0,0,0,0,0,3,15,8,3,29,8.379,0.806,v10050,5811,334,2063,341,189,2339
2158,0,0,1,6,6,20,40,50,21,14,158,7.506,1.453,v10051,927,55,188,74,55,412
2159,1,0,1,1,3,5,9,6,5,2,33,6.939,1.922,v10072,4091,318,979,360,248,1811
2160,0,0,1,3,6,5,9,4,2,3,33,6.606,1.791,v10073,1594,26,97,32,11,1227
2161,5,4,10,18,33,41,40,22,13,21,207,6.324,2.135,v10076,10370,726,4620,697,376,3169
2162,9,14,13,30,37,81,70,51,35,17,357,6.303,2.085,v10078,11198,946,2863,890,361,5582
2163,0,0,3,2,9,15,22,17,3,5,76,6.829,1.576,v10080,1938,70,655,75,28,868
2164,0,2,0,1,2,10,18,25,8,8,74,7.513,1.587,v10082,3071,120,493,141,81,1866
2165,1,1,0,1,2,4,10,4,3,1,27,6.667,1.963,v10083,11674,444,9083,343,119,1130
2166,0,0,1,1,5,12,3,2,2,2,28,6.393,1.633,v10092,8546,259,6974,239,50,529
2167,0,0,2,5,7,5,6,4,2,1,32,6.031,1.776,v10093,8302,239,6461,248,47,750
2168,0,0,4,8,16,59,65,60,16,5,233,6.897,1.351,v10097,5290,103,4183,150,43,507
2169,0,1,2,5,6,24,19,21,18,14,110,7.318,1.804,v10099,995,27,507,37,30,284
2170,0,1,3,2,5,12,8,12,2,3,48,6.583,1.835,v10100,16845,986,6597,848,298,7312
2171,0,0,0,1,7,13,5,2,4,1,33,6.485,1.438,v10102,9126,476,3089,466,245,4278
2172,0,0,2,1,4,10,11,11,2,2,43,6.814,1.544,v10103,4633,289,898,290,102,2664
2173,0,1,2,3,3,9,23,8,0,0,49,6.408,1.399,v10106,1087,29,305,38,7,560
2174,1,2,3,2,0,5,5,1,3,6,28,6.500,2.784,v10112,448,16,39,12,13,274
2175,0,2,6,15,24,63,116,115,39,21,401,7.165,1.489,v10115,1357,71,305,40,67,617
2176,5,23,44,46,50,91,67,28,34,24,412,5.830,2.192,v10119,12483,959,5043,753,327,4778
2177,0,0,0,0,3,4,10,7,0,2,26,7.115,1.250,v10126,26871,2282,14515,1803,364,6837
2178,8,4,8,12,8,12,6,5,1,2,66,4.712,2.301,v10127,1554,95,167,84,28,987
2179,17,11,7,9,3,3,8,2,0,2,62,3.564,2.486,v10129,19439,1811,9477,1479,436,5269
2180,0,0,2,6,9,15,13,16,12,1,74,6.784,1.671,v10148,11623,570,6379,588,186,3144
2181,1,0,0,8,15,25,40,21,12,1,123,6.699,1.454,v10165,9560,636,3494,676,216,3874
2182,0,1,0,4,5,3,4,12,1,1,31,6.581,1.828,v10209,13808,521,7998,482,122,3851
2183,2,1,1,3,11,9,10,7,5,0,49,6.102,1.919,v10210,7666,465,2257,478,155,3791
2184,0,1,2,0,3,18,19,7,11,5,66,7.106,1.662,v10211,12150,631,5294,631,411,4388
2185,0,0,0,0,6,9,11,8,5,1,40,7.000,1.323,v10214,1176,13,638,15,26,280
2186,0,0,0,2,2,13,24,20,11,7,79,7.506,1.358,v10216,1386,66,374,64,45,608
2187,0,1,0,1,4,8,11,4,1,1,31,6.516,1.478,v10220,1322,70,400,66,68,481
2188,0,0,3,3,1,6,6,3,3,1,26,6.346,1.940,v10221,830,32,312,26,24,321
2189,0,1,3,0,8,5,10,5,2,0,34,6.147,1.700,v10225,17929,866,10138,599,187,5203
2190,3,7,4,9,29,48,67,50,25,10,252,6.714,1.794,v10231,2171,87,323,87,36,1328
2191,1,0,1,3,5,6,5,2,1,1,25,5.880,1.883,v10233,1006,34,74,46,19,651
2192,1,0,2,5,7,15,39,67,24,11,171,7.526,1.472,v10237,1983,68,386,71,32,1151
2193,1,3,2,2,12,28,57,61,23,10,199,7.251,1.533,v10238,0,0,0,0,0,0
2194,0,0,0,0,1,7,26,15,9,5,63,7.619,1.147,v10244,1097,6,716,8,18,197
2195,2,0,2,8,19,34,74,56,36,35,266,7.440,1.679,v10249,0,0,0,0,0,0
2196,0,0,2,0,3,22,21,26,15,9,98,7.480,1.465,v10251,26494,2604,15569,2261,983,4129
2197,0,0,1,5,4,8,6,3,2,0,29,6.035,1.542,v10256,232,3,116,4,5,56
2198,1,0,0,8,4,10,14,13,11,5,66,7.030,1.891,v10261,21994,2445,8704,2391,663,6533
2199,0,0,2,2,5,17,24,27,14,3,94,7.245,1.427,v10271,11623,570,6379,588,186,3144
2200,0,0,0,0,2,3,9,12,10,4,40,7.925,1.272,v10272,3879,167,1374,174,80,1588
2201,1,2,3,4,9,12,19,28,18,13,109,7.303,1.975,v10273,12310,622,5291,595,204,4791
2202,2,0,0,0,3,8,9,17,19,13,71,7.958,1.827,v10279,6966,348,1969,368,142,3561
2203,0,0,1,8,7,9,11,11,6,5,58,6.776,1.867,v10286,12150,631,5294,631,411,4388
2204,2,1,0,4,7,41,68,120,96,41,380,7.924,1.406,v10288,475,18,42,16,6,315
2205,0,0,1,0,2,10,14,30,27,8,92,7.978,1.302,v10289,16678,867,7580,967,387,5860
2206,0,2,1,1,4,4,9,13,8,6,48,7.375,1.975,v10290,12310,622,5291,595,204,4791
2207,1,4,4,5,7,13,6,10,6,1,57,5.965,2.168,v10293,19805,1695,7782,1348,404,7647
2208,5,1,6,5,5,18,22,11,9,3,85,6.247,2.196,v10294,19439,1811,9477,1479,436,5269
2209,1,1,0,2,10,7,19,30,2,7,79,7.139,1.689,v10303,4118,222,1746,168,126,1363
2210,7,7,20,71,136,324,590,694,308,116,2273,7.304,1.485,v10304,11623,570,6379,588,186,3144
2211,0,0,1,1,4,8,14,6,7,9,50,7.480,1.746,v10314,29585,3529,15991,2027,646,6113
2212,0,0,1,4,4,10,13,3,2,2,39,6.462,1.566,v10322,21856,1947,11780,1102,331,5733
2213,2,1,0,5,7,9,19,15,9,1,68,6.721,1.854,v10324,13808,521,7998,482,122,3851
2214,0,1,1,3,6,16,41,44,19,9,140,7.450,1.416,v10325,12150,631,5294,631,411,4388
2215,10,4,20,39,54,114,180,114,51,33,619,6.703,1.807,v10326,6151,334,3086,376,119,1778
2216,0,1,0,0,1,5,2,10,6,3,28,7.679,1.712,v10338,3470,81,2418,104,23,615
2217,0,1,3,3,5,27,37,41,10,8,135,7.163,1.482,v10341,11255,887,5061,792,188,3904
2218,0,1,2,4,12,24,11,6,0,0,60,5.883,1.266,v10347,1176,13,638,15,26,280
2219,0,1,1,2,2,6,6,0,3,1,22,6.273,1.935,v10355,4580,260,2584,309,72,1004
2220,0,0,1,2,3,8,16,2,6,2,40,6.900,1.562,v10357,9170,612,2261,690,246,4729
2221,1,3,2,1,3,6,7,4,4,2,33,6.212,2.384,v10358,1812,122,626,109,77,635
2222,2,6,20,35,61,74,48,17,13,2,278,5.655,1.652,v10362,3588,278,1646,201,78,1066
2223,0,0,0,0,1,5,7,7,10,4,34,7.941,1.349,v10383,22143,1494,10915,1340,578,6938
2224,0,0,4,2,5,9,6,2,1,0,29,5.724,1.551,v10384,5595,322,1420,337,134,2907
2225,1,0,0,2,11,13,27,26,11,15,106,7.434,1.671,v10392,5645,213,1848,172,100,2875
2226,0,0,0,4,6,18,47,51,15,10,151,7.457,1.280,v10396,3835,294,1278,228,81,1461
2227,0,1,0,1,3,6,6,6,2,2,27,6.852,1.758,v10399,0,0,0,0,0,0
2228,0,1,2,1,6,17,35,45,14,10,131,7.443,1.442,v10415,5093,360,1173,228,97,2766
2229,6,10,7,4,3,3,0,1,0,1,35,3.257,2.061,v10416,494,11,280,4,8,105
2230,0,2,2,1,6,19,27,17,10,5,89,7.000,1.628,v10417,356,6,181,7,1,86
2231,1,1,1,3,3,5,12,39,22,9,96,7.781,1.678,v10419,930,10,340,13,17,422
2232,2,0,1,3,4,11,28,28,13,7,97,7.320,1.684,v10427,26871,2282,14515,1803,364,6837
2233,2,2,8,12,20,15,15,3,5,5,87,5.655,2.045,v10432,4934,236,1577,207,67,2444
2234,1,0,1,1,7,8,19,22,11,9,79,7.456,1.697,v10447,12310,622,5291,595,204,4791
2235,2,4,2,6,3,12,12,9,5,5,60,6.300,2.333,v10448,19805,1695,7782,1348,404,7647
2236,0,1,2,4,1,10,15,12,8,4,57,7.053,1.810,v10461,19439,1811,9477,1479,436,5269
2237,1,0,3,3,3,14,8,6,7,6,51,6.824,2.093,v10462,29585,3529,15991,2027,646,6113
2238,0,0,0,3,2,9,21,20,7,5,67,7.403,1.372,v10463,13808,521,7998,482,122,3851
2239,1,0,0,0,2,5,8,11,6,1,34,7.324,1.622,v10465,2582,114,769,116,61,1195
2240,2,4,6,7,8,22,14,3,4,6,76,5.868,2.179,v10471,2809,71,368,53,23,1978
2241,0,1,0,0,0,4,9,9,5,3,31,7.613,1.538,v10475,6966,348,1969,368,142,3561
2242,0,1,1,5,5,21,12,15,6,1,67,6.627,1.573,v10479,6151,334,3086,376,119,1778
2243,0,1,0,0,5,12,29,46,18,11,122,7.721,1.314,v10498,3470,81,2418,104,23,615
2244,1,2,3,2,2,10,8,2,1,2,33,5.848,2.134,v10513,14382,689,6153,707,311,5661
2245,2,12,24,50,104,281,514,496,219,79,1781,7.204,1.482,v10526,12421,662,4073,792,487,5637
2246,2,1,6,11,7,29,31,6,5,5,103,6.165,1.839,v10527,9170,612,2261,690,246,4729
2247,1,0,1,0,6,14,12,3,6,1,44,6.591,1.642,v10530,3656,159,396,115,39,2601
2248,3,1,2,4,7,11,6,4,1,0,39,5.410,1.958,v10532,30170,1144,20527,867,459,5948
2249,1,2,2,8,10,9,7,5,3,1,48,5.688,1.949,v10534,6931,227,2438,203,98,3480
2250,0,0,0,0,4,7,5,17,4,5,42,7.595,1.432,v10537,1653,41,128,38,15,1212
2251,1,0,1,1,2,8,11,7,6,2,39,7.000,1.797,v10538,22143,1494,10915,1340,578,6938
2252,0,0,0,7,5,17,14,15,3,0,61,6.557,1.373,v10543,4624,256,1052,238,108,2552
2253,0,0,0,0,1,2,6,16,8,4,37,8.081,1.124,v10546,5595,322,1420,337,134,2907
2254,0,0,0,2,1,6,6,7,7,4,33,7.576,1.634,v10548,7854,355,2749,315,88,3833
2255,0,0,1,2,3,9,6,2,1,0,24,6.125,1.333,v10550,1175,27,71,52,16,840
2256,2,1,3,6,6,29,64,181,91,33,416,7.899,1.350,v10557,11198,946,2863,890,361,5582
2257,0,0,0,1,0,14,30,6,3,1,55,6.964,0.953,v10562,3078,180,584,175,114,1742
2258,1,0,1,3,4,7,6,7,4,3,36,6.722,2.036,v10567,2386,120,334,116,30,1522
2259,7,3,8,21,49,105,146,122,39,28,528,6.865,1.666,v10569,9126,476,3089,466,245,4278
2260,3,4,2,15,26,56,108,101,54,38,407,7.305,1.685,v10570,4633,289,898,290,102,2664
2261,0,1,1,2,1,3,8,28,28,2,74,7.946,1.460,v10575,628,32,53,35,5,397
2262,0,0,0,2,1,9,16,17,3,5,53,7.396,1.351,v10576,8900,454,3363,453,111,3967
2263,1,1,0,0,2,8,9,19,3,2,45,7.178,1.664,v10585,9175,566,2679,457,134,4695
2264,0,0,1,0,3,4,9,7,2,1,27,7.000,1.440,v10586,408,22,84,13,7,221
2265,1,7,7,15,29,53,40,13,7,3,175,5.920,1.675,v10587,374,17,69,14,4,211
2266,3,6,5,23,33,50,26,19,8,3,176,5.812,1.779,v10588,7182,375,1826,379,162,3803
