idx,vid,appear,total,percentage,simple,weighted_simple,pagerank,elo,entropy,title_ja,title_en,title_zh,alias,search,c_votecount,c_rating,c_average,rank
3051,v14556,4370,0.3966,0.0622,0.1403,0.3711,5068.8663,1573.6559,0.0484,お隣の黒人夫に抱かれて啼き悶える最愛の妻。 その引き換えに味わう黒人妻の肌。 -Big Black Cock & Big Black Butt & My Sweet Wife-,,,,お隣の黒人夫に抱かれて啼き悶える最愛の妻。 その引き換えに味わう黒人妻の肌。 -Big Black Cock & Big Black Butt & My Sweet Wife-   ,193,7.2900,7.2900,1840
3174,v15119,2236,-1.2585,0.2171,0.3314,0.5993,12596.9784,1465.9727,0.1029,レイトン教授VS逆転裁判,Professor Layton vs. Phoenix Wright: Ace Attorney,,Ane ha Kanojyo de Senzoku Meido,レイトン教授VS逆転裁判 Professor Layton vs. Phoenix Wright: Ace Attorney  Ane ha Kanojyo de Senzoku Meido,876,7.2900,7.2900,1841
3735,v17872,4552,1.8032,0.2974,0.6008,1.5060,7189.8235,1834.5651,0.2210,罪ノ光ランデヴー,,罪之光Rendezvous,発情しーずん,罪ノ光ランデヴー  罪之光Rendezvous 発情しーずん,133,7.2900,7.2900,1842
4254,v19600,4375,1.1008,0.1410,0.2846,0.8017,6744.1369,1663.6298,0.0869,姉姉Ｗ催眠 ~催眠装置で巨乳姉どもに強制中出し、鬼畜寝取りで孕ませてやる！~,,,,姉姉Ｗ催眠 ~催眠装置で巨乳姉どもに強制中出し、鬼畜寝取りで孕ませてやる！~   ,102,7.2900,7.2900,1843
4353,v19905,4138,1.7898,0.2266,0.4435,1.2477,7785.4954,1393.5846,0.1515,ママのおっぱい ～俺の童貞ミルクが搾り取られた件～,,,VBA,ママのおっぱい ～俺の童貞ミルクが搾り取られた件～   VBA,130,7.2900,7.2900,1844
4520,v20484,3918,0.8545,0.1373,0.2920,0.7433,6507.1512,1578.6653,0.0812,隣人に壊されていく俺の妻,,,,隣人に壊されていく俺の妻   ,154,7.2900,7.2900,1845
5714,v26594,4758,0.3190,0.0841,0.1816,0.4616,4947.7138,1381.9361,0.0581,健全！変態公僕のツトメ,How a Healthy Hentai Administers Public Service,,,健全！変態公僕のツトメ How a Healthy Hentai Administers Public Service  ,357,7.2900,7.2900,1846
6378,v31469,2898,-0.9579,0.2244,0.3930,0.9785,9221.0366,1325.1754,0.1288,AI: ソムニウムファイル ニルヴァーナイニシアチブ,AI: THE SOMNIUM FILES - nirvanA Initiative,AI：梦境档案 涅槃肇始,TYB: Dark Cherry,AI: ソムニウムファイル ニルヴァーナイニシアチブ AI: THE SOMNIUM FILES - nirvanA Initiative AI：梦境档案 涅槃肇始 TYB: Dark Cherry,1373,7.2900,7.2900,1847
6399,v31661,601,-0.8153,0.0819,0.0799,-0.1574,27144.7364,2046.4076,-0.0061,,Danganronpa Another: Another Despair Academy,,Danganronpa 2\nSuper Danganronpa 2\nSDR2, Danganronpa Another: Another Despair Academy  Danganronpa 2 Super Danganronpa 2 SDR2,105,7.2900,7.2900,1848
6459,v32177,4212,0.8739,0.1327,0.2412,0.6657,6609.9987,1506.4690,0.0707,いつまでも息子のママじゃいられない！2～愛情たっぷり香夏子母さんのむっちりボディに射精管理されていっぱい射精したい！～,Itsumama 2,,So You Think You Want To Make a Visual Novel,いつまでも息子のママじゃいられない！2～愛情たっぷり香夏子母さんのむっちりボディに射精管理されていっぱい射精したい！～ Itsumama 2  So You Think You Want To Make a Visual Novel,222,7.2900,7.2900,1849
6773,v38430,3657,-0.1195,0.2467,0.4176,0.8645,9166.8545,1961.8127,0.1125,GINKA,GINKA,,Legend 7\nSnow White and the Seven Heroes,GINKA GINKA  Legend 7 Snow White and the Seven Heroes,638,7.2900,7.2900,1850
5805,v27366,3114,-0.4355,-0.0226,-0.0854,-0.3403,6976.1757,1401.5694,-0.0483,トリニティ×カラミティ～淫らな躾と終わる世界～,,,,トリニティ×カラミティ～淫らな躾と終わる世界～   ,35,7.2800,7.4300,1851
189,v218,1389,-1.3290,-0.1681,-0.3017,-0.8194,14479.2800,1714.1544,-0.1422,慟哭 そして…,,,"Princess X: My Fiancee is a Monster Girl?!, Princess X","慟哭 そして…   Princess X: My Fiancee is a Monster Girl?!, Princess X",36,7.2800,7.4200,1852
1214,v3696,1256,-0.6290,-0.0139,-0.0374,-0.2786,19592.9589,1829.5365,-0.0670,My Merry May,,冲绳奴隶岛,Okinawa Sureibu Airando\n冲绳奴隶岛\n沖繩奴隸島,My Merry May  冲绳奴隶岛 Okinawa Sureibu Airando 冲绳奴隶岛 沖繩奴隸島,37,7.2800,7.4200,1853
2978,v14021,737,0.7368,0.1959,0.3134,0.6133,22582.1457,1823.6739,0.0754,コルネオの野望,,,,コルネオの野望   ,37,7.2800,7.4100,1854
5696,v26515,3885,-0.7076,-0.0740,-0.1876,-0.5906,5339.1500,1491.4601,-0.0716,押しかけ彼女は、俺の世話をしたい,,,,押しかけ彼女は、俺の世話をしたい   ,38,7.2800,7.4100,1855
1669,v6591,3364,0.4221,0.1221,0.2262,0.4192,7330.2855,1629.1349,0.0486,巨乳トライ！　-短期集中乳揉みレッスン-,,,,巨乳トライ！　-短期集中乳揉みレッスン-   ,45,7.2800,7.3800,1856
5483,v25154,1083,-0.7008,-0.1048,-0.1616,-0.4294,17581.1896,1414.8116,-0.0458,CITY no.109　アリス編,,,,CITY no.109　アリス編   ,49,7.2800,7.3700,1857
697,v1392,1341,-0.3005,0.0127,0.0022,-0.1308,16308.2171,1976.5025,-0.0264,Peace@Pieces,,,,Peace@Pieces   ,51,7.2800,7.3600,1858
920,v2231,2003,0.1767,0.0649,0.0999,0.1640,11144.7346,1768.4607,-0.0081,カスタム隷奴F,,,,カスタム隷奴F   ,51,7.2800,7.3500,1859
5688,v26478,709,0.6784,0.1606,0.2567,0.5243,23691.9872,1446.4300,0.0600,,Halfway House,,, Halfway House  ,53,7.2800,7.3500,1860
5967,v28504,3496,0.2826,0.0663,0.1753,0.3862,8224.4107,1410.9060,0.0372,ＬＩＫＥ×ＬＯＶＥ ～色川鈴音～,,,ティアーズ・トゥ・ティアラII 覇王の末裔\nTears to Tiara 2\nティアーズ・トゥ・ティアラ2 覇王の末裔\nTTT2,ＬＩＫＥ×ＬＯＶＥ ～色川鈴音～   ティアーズ・トゥ・ティアラII 覇王の末裔 Tears to Tiara 2 ティアーズ・トゥ・ティアラ2 覇王の末裔 TTT2,55,7.2800,7.3500,1861
430,v784,2808,0.9516,0.2267,0.3932,0.8057,11658.3531,1798.0852,0.0840,魔女道～あの散り際の美しさ～,,,うたわれるもの2\nUtawarerumono: The False Faces\nUta2,魔女道～あの散り際の美しさ～   うたわれるもの2 Utawarerumono: The False Faces Uta2,59,7.2800,7.3400,1862
4997,v22308,3698,0.3621,0.1758,0.3034,0.4841,8608.7674,1456.2875,0.0654,君と目覚める幾つかの方法,,,,君と目覚める幾つかの方法   ,58,7.2800,7.3400,1863
1867,v7735,2630,0.0384,0.0794,0.1437,0.1840,10330.9554,1946.4995,0.0258,真夏の夜の雪物語,,,,真夏の夜の雪物語   ,63,7.2800,7.3300,1864
2270,v10605,2411,0.2215,0.1465,0.2530,0.4152,12444.6309,1934.1860,0.0576,SINCLIENT,,,L'Éden De La Grisaia,SINCLIENT   L'Éden De La Grisaia,67,7.2800,7.3200,1865
1951,v8170,3777,0.3474,0.1286,0.2123,0.3570,7407.9597,1720.9543,0.0413,放課後☆エロゲー部　～エロゲー制作のため女の子とえっちしまくりな毎日～,,,,放課後☆エロゲー部　～エロゲー制作のため女の子とえっちしまくりな毎日～   ,73,7.2800,7.3100,1866
2798,v12987,3219,-0.7285,-0.0243,-0.0624,-0.3670,6897.4579,1644.8835,-0.0282,恋する少女と想いのキセキ～Poupee de souhaits～,,,BRS,恋する少女と想いのキセキ～Poupee de souhaits～   BRS,80,7.2800,7.3100,1867
2043,v9096,3108,-0.5859,0.0836,0.0952,-0.1079,9442.2738,1676.8008,-0.0276,しあわせ家族部,,真夏之夜的雪物语,真夏之夜的雪物语\nMidsummer Snow Night,しあわせ家族部  真夏之夜的雪物语 真夏之夜的雪物语 Midsummer Snow Night,83,7.2800,7.3000,1868
2794,v12983,3529,-0.8637,-0.0449,-0.1201,-0.4738,6285.1804,1622.2583,-0.0700,まじかりっく⇔スカイハイ ～空飛ぶホウキに想いをのせて～,,你和她和她的戀愛,"Totono\nThe Love Between You, Her, and Her\n토토노\n你和她和她的戀愛\n君与彼女与彼女之恋\n君彼","まじかりっく⇔スカイハイ ～空飛ぶホウキに想いをのせて～  你和她和她的戀愛 Totono The Love Between You, Her, and Her 토토노 你和她和她的戀愛 君与彼女与彼女之恋 君彼",77,7.2800,7.3000,1869
3833,v18276,4497,-0.8650,-0.0258,-0.1012,-0.5279,4827.9453,1405.6456,-0.0612,ハラミタマ,,,,ハラミタマ   ,86,7.2800,7.3000,1870
685,v1361,3858,0.8012,0.2020,0.3857,0.7769,9735.2387,1787.3093,0.0782,さらさらささら,,,,さらさらささら   ,82,7.2800,7.2900,1871
2340,v10928,3440,0.6273,0.1520,0.2605,0.5301,8153.5190,1694.9164,0.0487,隣りのぷ～さん,,,Reproduction with militant girl\nBishoujo Babe Fighter Kirika vs. Kimoi Otaku Spunk Shower In Womb!,隣りのぷ～さん   Reproduction with militant girl Bishoujo Babe Fighter Kirika vs. Kimoi Otaku Spunk Shower In Womb!,89,7.2800,7.2900,1872
2454,v11559,3519,0.0298,0.0210,0.0503,0.0984,6148.0864,1660.9818,0.0166,お兄ちゃんにはぜったい言えないたいせつなこと。,,,,お兄ちゃんにはぜったい言えないたいせつなこと。   ,93,7.2800,7.2900,1873
163,v178,3152,-1.2141,-0.0961,-0.2249,-0.7787,6756.4767,1509.2137,-0.1145,グリーングリーン,,,,グリーングリーン   ,97,7.2800,7.2800,1874
323,v515,6584,3.4517,0.3412,0.6704,2.4687,5262.6643,1637.6320,0.2736,カルタグラ～ツキ狂イノ病～,Cartagra ~Affliction of the Soul~,恋狱～月狂病～,シャイニーデイズ,カルタグラ～ツキ狂イノ病～ Cartagra ~Affliction of the Soul~ 恋狱～月狂病～ シャイニーデイズ,2754,7.2800,7.2800,1875
498,v933,5859,1.6074,0.2293,0.4596,1.4166,4268.6956,1721.6874,0.1793,ゴア・スクリーミング・ショウ,,,Giancarlo’s Lucky Happy Life,ゴア・スクリーミング・ショウ   Giancarlo’s Lucky Happy Life,1206,7.2800,7.2800,1876
594,v1152,2824,0.4402,0.2531,0.4239,0.7400,13385.2544,1912.8830,0.0887,メモリーズオフ,,秋之回忆,I wanna say that I'm not your brother right now!\nいま妹\nImaimo\n现妹,メモリーズオフ  秋之回忆 I wanna say that I'm not your brother right now! いま妹 Imaimo 现妹,169,7.2800,7.2800,1877
1017,v2697,4446,-0.2809,-0.0010,-0.0052,-0.1154,5470.4892,1444.3181,-0.0363,とらいあんぐるBLUE,,,,とらいあんぐるBLUE   ,120,7.2800,7.2800,1878
1402,v4851,3720,0.4374,0.2488,0.4097,0.7591,10149.6360,1887.6935,0.0938,キサラギGOLD★STAR,,如月金★星,ビヨンド・ザ・フューチャー,キサラギGOLD★STAR  如月金★星 ビヨンド・ザ・フューチャー,180,7.2800,7.2800,1879
1660,v6540,6930,2.8439,0.2670,0.5760,2.3852,3529.4629,1619.9798,0.2309,euphoria,euphoria,euphoria,ホワイトアルバム2\nWA2,euphoria euphoria euphoria ホワイトアルバム2 WA2,4928,7.2800,7.2800,1880
1728,v7001,4351,1.3854,0.2079,0.4339,1.1471,7692.0008,1721.2935,0.1420,真希ちゃんとなう。,,,がく☆おー\nGackoh\nGaku Oh\nGakuoh,真希ちゃんとなう。   がく☆おー Gackoh Gaku Oh Gakuoh,108,7.2800,7.2800,1881
2753,v12796,4343,1.2703,0.1363,0.2904,0.9021,5678.7726,1593.6973,0.1097,巨乳家族催眠「家族なんだから、セックスするのは当たり前よね……」,,,,巨乳家族催眠「家族なんだから、セックスするのは当たり前よね……」   ,214,7.2800,7.2800,1882
3389,v16190,5458,-0.4568,0.0105,0.0333,0.0023,3844.8321,1528.7591,0.0188,対魔忍ユキカゼ2,,,Dousei LoverAble,対魔忍ユキカゼ2   Dousei LoverAble,487,7.2800,7.2800,1883
3498,v16598,3967,0.8460,0.1344,0.2430,0.6214,6959.5225,1574.7755,0.0714,堕ちていく新妻 ～ごめんなさいアナタ…私もう……でも、愛してる～,,,Sakusaki,堕ちていく新妻 ～ごめんなさいアナタ…私もう……でも、愛してる～   Sakusaki,184,7.2800,7.2800,1884
4366,v19955,4522,-0.9914,-0.0791,-0.1594,-0.5671,4389.1881,1349.7124,-0.0650,新妻ふわトロ癒やらしエステ　毎日がＨなラッキー×トラブル×ハプニング,,,,新妻ふわトロ癒やらしエステ　毎日がＨなラッキー×トラブル×ハプニング   ,118,7.2800,7.2800,1885
4915,v22026,3983,0.1597,0.1066,0.1833,0.2908,7315.5266,1527.2408,0.0333,少女と年の差、ふたまわり。,,,Assault Battle Royale,少女と年の差、ふたまわり。   Assault Battle Royale,95,7.2800,7.2800,1886
5059,v22582,4267,0.5585,0.0875,0.2086,0.5583,5764.3608,1451.1070,0.0675,親友が気づかぬ内に彼女を寝取るボク,,,青空（そら）と雲と彼女（キミ）の恋\nAozora to Kumo to Kanojo no Koi,親友が気づかぬ内に彼女を寝取るボク   青空（そら）と雲と彼女（キミ）の恋 Aozora to Kumo to Kanojo no Koi,152,7.2800,7.2800,1887
5491,v25198,4125,0.2790,0.0950,0.2019,0.3965,6388.5694,1403.2025,0.0575,刃撫魅！～アタシが産みなおしてやんよ！～,,,Harupoco,刃撫魅！～アタシが産みなおしてやんよ！～   Harupoco,104,7.2800,7.2800,1888
905,v2161,144,-0.8472,-0.0662,-0.1250,-0.4256,31098.9263,1612.2619,-0.0666,花陰－堕ちた蜜華－,,少女编织爱的画布,少女编织爱的画布\nA Maiden's Woven Canvas of Love\nOtomekoi\nOtokoi,花陰－堕ちた蜜華－  少女编织爱的画布 少女编织爱的画布 A Maiden's Woven Canvas of Love Otomekoi Otokoi,31,7.2700,7.4500,1889
3100,v14807,634,-0.3975,-0.0767,-0.2066,-0.4409,26871.4952,1802.4580,-0.1363,Fragment’s Note2 Side:雪月,,,Paka Plus\nPP,Fragment’s Note2 Side:雪月   Paka Plus PP,31,7.2700,7.4400,1890
6676,v35646,3224,0.4904,0.1202,0.2447,0.5038,10234.5707,2006.0409,0.0415,忍野路加は癒やしてあげたい,,,アムネシア,忍野路加は癒やしてあげたい   アムネシア,36,7.2700,7.4200,1891
7029,v50141,2568,-0.0012,0.0105,0.0136,0.0159,8950.6136,2295.8497,-0.0044,人妻天国2 ～繁殖マンション、人妻の子宮を子種で満たす～,"Married Woman's Heaven2 -Breeding Apartments, Filling Married Women's Wombs with Child Seeds-","已婚妇女的天堂2 -繁殖公寓,让已婚妇女的子宫充满孩子的种子-",Infection 5 ~ The Daybreak ~\n姦染5 ～The Day Break～,"人妻天国2 ～繁殖マンション、人妻の子宮を子種で満たす～ Married Woman's Heaven2 -Breeding Apartments, Filling Married Women's Wombs with Child Seeds- 已婚妇女的天堂2 -繁殖公寓,让已婚妇女的子宫充满孩子的种子- Infection 5 ~ The Daybreak ~ 姦染5 ～The Day Break～",35,7.2700,7.4200,1892
3597,v17061,3405,-0.8253,-0.1563,-0.3242,-0.7526,4983.8202,1230.2468,-0.1217,続・悦楽の胤,,,Please Rape Me!\nプリーズ・レイプ・ミー\nプリーズ・○○○・ミー！,続・悦楽の胤   Please Rape Me! プリーズ・レイプ・ミー プリーズ・○○○・ミー！,39,7.2700,7.3900,1893
4287,v19682,1962,0.2554,0.0888,0.1784,0.3214,13236.7559,1403.9478,0.0222,生徒会グローリーホール,,,,生徒会グローリーホール   ,43,7.2700,7.3800,1894
2550,v12084,3160,-0.7842,-0.0238,-0.0649,-0.3818,7707.5319,1515.8086,-0.0474,百花繚乱エリクシル,,,VLR\nExtreme Escape Adventure: Good People Die\nZero Escape Volume 2,百花繚乱エリクシル   VLR Extreme Escape Adventure: Good People Die Zero Escape Volume 2,51,7.2700,7.3500,1895
3230,v15448,350,-1.9829,-0.3303,-0.5657,-1.3846,19941.2829,1498.5449,-0.1925,DIABOLIK LOVERS VANDEAD CARNIVAL,,,,DIABOLIK LOVERS VANDEAD CARNIVAL   ,50,7.2700,7.3500,1896
6541,v32928,3147,0.3622,0.1294,0.2440,0.4282,8875.9142,1740.2432,0.0510,姫と婬欲のテスタメント,,,,姫と婬欲のテスタメント   ,51,7.2700,7.3500,1897
1295,v4095,3428,-0.1351,-0.0075,-0.0251,-0.0925,6689.0863,1555.1788,-0.0261,MILK・ジャンキー,,,,MILK・ジャンキー   ,53,7.2700,7.3400,1898
1683,v6671,2585,-0.2371,0.1137,0.1331,-0.0126,12228.9001,1661.7517,-0.0340,ダイヤミック・デイズ,,,オズマフィア,ダイヤミック・デイズ   オズマフィア,62,7.2700,7.3200,1899
3228,v15444,3079,-1.6606,-0.2144,-0.4121,-1.1318,5994.4711,1483.7344,-0.1680,天精国取りセックス合戦！！,,,Hatoful Kareshi\nHeartful Kareshi\nHeartful Boyfriend\nHB\nHurtful Boyfriend\nHateful Kareshi\nWhite Feathers in the School of Yearning,天精国取りセックス合戦！！   Hatoful Kareshi Heartful Kareshi Heartful Boyfriend HB Hurtful Boyfriend Hateful Kareshi White Feathers in the School of Yearning,60,7.2700,7.3200,1900
3765,v17998,3309,0.6008,0.1336,0.2678,0.5766,8022.5024,1639.9719,0.0884,エロ漫画家さんと貧乏姉妹,,,Heartache 101\n~Sour into Sweet~,エロ漫画家さんと貧乏姉妹   Heartache 101 ~Sour into Sweet~,61,7.2700,7.3200,1901
4983,v22270,488,0.1680,0.0636,0.0943,0.1843,23391.7111,1744.3623,0.0327,,Dead Wishes,,2x1 -two by one- Person who watches it.\nTukumonotuki\nMoon of Tsukumo, Dead Wishes  2x1 -two by one- Person who watches it. Tukumonotuki Moon of Tsukumo,63,7.2700,7.3200,1902
4304,v19725,3462,0.2603,0.0775,0.1609,0.3073,7510.8038,1543.8932,0.0415,VenusBlood -RAGNAROK-,,,Dazzling Feast of Insulted Love\nDazzling Feast of Despicable Love,VenusBlood -RAGNAROK-   Dazzling Feast of Insulted Love Dazzling Feast of Despicable Love,71,7.2700,7.3100,1903
6683,v36011,3532,0.7724,0.2276,0.4054,0.7920,10534.8162,1824.9619,0.0882,華は短し、踊れよ乙女,,,,華は短し、踊れよ乙女   ,67,7.2700,7.3100,1904
3981,v18742,4167,1.2184,0.1877,0.4024,1.0460,7227.3372,1592.6895,0.1303,真希ちゃんとなう。完結編,,,CP BS\nCoPa BoS,真希ちゃんとなう。完結編   CP BS CoPa BoS,69,7.2700,7.3000,1905
5726,v26723,3351,0.2638,0.0825,0.1465,0.2562,7781.4696,1234.6069,0.0336,とある王妃の閨事～貞淑な妻はいかにして孕んだか～,,,Monmusu Quest Inner Chapter\nMGQ 2\nMonmusu Quest! Second Chapter: Loss Means Vamp Devour,とある王妃の閨事～貞淑な妻はいかにして孕んだか～   Monmusu Quest Inner Chapter MGQ 2 Monmusu Quest! Second Chapter: Loss Means Vamp Devour,76,7.2700,7.3000,1906
5129,v22789,4239,-0.4985,-0.0001,-0.0505,-0.3352,5093.9369,1372.5729,-0.0343,甘園ぼ ～二人だけのヒミツの遊び～,,,"Kokikano - Make me cum, Cocoa-chan -","甘園ぼ ～二人だけのヒミツの遊び～   Kokikano - Make me cum, Cocoa-chan -",92,7.2700,7.2800,1907
526,v1001,4161,0.6602,0.1604,0.3355,0.8430,6759.0483,1716.4914,0.1039,CARNIVAL,,,,CARNIVAL   ,292,7.2700,7.2700,1908
1397,v4806,6359,-0.2733,0.2604,0.5230,1.6981,4337.9925,1657.8948,0.2185,のーぶる☆わーくす,,,,のーぶる☆わーくす   ,3360,7.2700,7.2700,1909
1899,v7836,3587,0.2601,0.1574,0.2919,0.8358,5297.7729,1654.5652,0.1091,はーとふる彼氏〜希望の学園と白い翼〜,Hatoful Boyfriend,,If I Pass the Test I'll Confess My Love to My Idol Junior! NTR Flag,はーとふる彼氏〜希望の学園と白い翼〜 Hatoful Boyfriend  If I Pass the Test I'll Confess My Love to My Idol Junior! NTR Flag,1691,7.2700,7.2700,1910
1918,v7943,3111,0.9547,0.2962,0.4957,1.0674,10269.6381,1952.9755,0.1448,d2b VS DEARDROPS -Cross the Future-,,,,d2b VS DEARDROPS -Cross the Future-   ,321,7.2700,7.2700,1911
2298,v10726,4406,-0.7792,-0.0615,-0.1475,-0.5159,4412.1988,1552.7918,-0.0650,かがち様お慰め奉ります　～寝取られ村淫夜噺～,,,,かがち様お慰め奉ります　～寝取られ村淫夜噺～   ,187,7.2700,7.2700,1912
2486,v11726,3424,-0.0707,0.1184,0.2298,0.3291,8951.2367,1723.6245,0.0466,お嬢様はご機嫌ナナメ,,,Love Blossom,お嬢様はご機嫌ナナメ   Love Blossom,156,7.2700,7.2700,1913
2647,v12407,4616,0.3982,0.0543,0.1341,0.4065,4994.3652,1467.6426,0.0548,昼下がりの団地妻たち ～熟れた匂いとムレた肌～,,,,昼下がりの団地妻たち ～熟れた匂いとムレた肌～   ,235,7.2700,7.2700,1914
